H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202406,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240601B04,最高落札価格（TSO別）[円/kW・30分],9.84,3.76,6.73,12.59,0.34,15.65,15.65,19.51,10.55,19.51
20240601B04,最低落札価格（TSO別）[円/kW・30分],9.84,2.95,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240601B04,平均落札価格（TSO別）[円/kW・30分],9.84,2.97,3.49,3.59,0.34,4.6,5.91,3.06,4.5,4.08
20240601B04,落札量合計（TSO別）[MW],130.65,174.5,550.1,313.878,214,502.86,190.222,230,818,3124.21
20240601B04,（内訳）自エリアからの落札量[MW],130.65,170,550.1,0,214,457.86,101.082,230,818,2671.692
20240601B05,募集量（TSO別）[MW],355,698,2052,1251,230,1178,538,349,1025,7676
20240601B05,応札量合計（電源属地別）[MW],182.95,170,768.078,0,311,533,101.082,303,928,3297.11
20240601B05,落札量合計（電源属地別）[MW],182.95,170,768.078,0,311,533,101.082,303,921,3290.11
20240601B05,応札件数（電源属地別）[件],3,1,4,0,2,4,3,7,5,29
20240601B05,落札件数（電源属地別）[件],3,1,4,0,2,4,3,7,5,29
20240601B05,最高落札価格（電源属地別）[円/kW・30分],19.5,2.35,4.01,0,0.34,15.65,0.34,19.51,10.55,19.51
20240601B05,最低落札価格（電源属地別）[円/kW・30分],9.84,2.35,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B05,平均落札価格（電源属地別）[円/kW・30分],12.51,2.35,3.46,0,0.34,6.37,0.34,2.82,4.03,4.09
20240601B05,最高落札価格（TSO別）[円/kW・30分],19.5,2.35,4.01,4.01,0.34,15.65,19.51,19.51,10.55,19.51
20240601B05,最低落札価格（TSO別）[円/kW・30分],9.84,0.34,0.34,3.76,0.34,0.34,0.34,0.34,0.34,0.34
20240601B05,平均落札価格（TSO別）[円/kW・30分],12.51,2.34,3.27,3.8,0.34,5.52,1.05,3.48,4.03,4.09
20240601B05,落札量合計（TSO別）[MW],182.95,171.078,497.7,269.3,226,615.86,205.222,201,921,3290.11
20240601B05,（内訳）自エリアからの落札量[MW],182.95,170,497.7,0,226,530.86,101.082,201,921,2830.592
20240601B06,募集量（TSO別）[MW],285,721,1716,1037,163,1065,483,334,846,6650
20240601B06,応札量合計（電源属地別）[MW],272.95,170,296.178,0,311,533,101.082,288,139,2111.21
20240601B06,落札量合計（電源属地別）[MW],268.95,170,296.178,0,311,533,101.082,288,139,2107.21
20240601B06,応札件数（電源属地別）[件],4,1,3,0,2,4,3,7,1,25
20240601B06,落札件数（電源属地別）[件],3,1,3,0,2,4,3,7,1,24
20240601B06,最高落札価格（電源属地別）[円/kW・30分],19.51,1.45,4.01,0,0.34,14.98,0.34,15.36,8,19.51
20240601B06,最低落札価格（電源属地別）[円/kW・30分],4.53,1.45,0.34,0,0.34,0.34,0.34,0.34,8,0.34
20240601B06,平均落札価格（電源属地別）[円/kW・30分],8.27,1.45,2.94,0,0.34,6.11,0.34,1.96,8,3.99
20240601B06,最高落札価格（TSO別）[円/kW・30分],19.51,1.45,4.01,0,0.34,14.98,14.98,15.36,8,19.51
20240601B06,最低落札価格（TSO別）[円/kW・30分],4.53,1.45,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B06,平均落札価格（TSO別）[円/kW・30分],8.27,1.45,2.94,0,0.34,4.6,3.31,2.61,5.22,3.99
20240601B06,落札量合計（TSO別）[MW],268.95,170,296.178,0,158,553.86,253.222,189,218,2107.21
20240601B06,（内訳）自エリアからの落札量[MW],268.95,170,296.178,0,158,400.86,101.082,189,139,1723.07
20240601B07,募集量（TSO別）[MW],263,577,1468,855,130,859,353,182,601,5288
20240601B07,応札量合計（電源属地別）[MW],274.95,170,150.778,0,311,1069.732,397.735,172,139,2685.195
20240601B07,落札量合計（電源属地別）[MW],274.95,170,150.778,0,311,1065.265,397.735,172,139,2680.728
20240601B07,応札件数（電源属地別）[件],4,1,3,0,2,8,8,4,1,31
20240601B07,落札件数（電源属地別）[件],4,1,3,0,2,8,8,4,1,31
20240601B07,最高落札価格（電源属地別）[円/kW・30分],19.51,0.87,6.55,0,0.66,11.51,2.45,3.27,3.02,19.51
20240601B07,最低落札価格（電源属地別）[円/kW・30分],3.6,0.87,0.35,0,0.34,0.96,0.89,0.34,3.02,0.34
20240601B07,平均落札価格（電源属地別）[円/kW・30分],7.37,0.87,2.59,0,0.41,3.18,1.26,0.75,3.02,2.66
20240601B07,最高落札価格（TSO別）[円/kW・30分],19.51,0.87,6.55,1.2,9.27,11.51,1.1,3.27,11.51,19.51
20240601B07,最低落札価格（TSO別）[円/kW・30分],3.6,0.87,0.35,0.34,0.34,0.96,0.89,0.34,0.89,0.34
20240601B07,平均落札価格（TSO別）[円/kW・30分],7.37,0.87,2.59,0.69,0.6,3.34,1.01,0.75,3.09,2.66
20240601B07,落札量合計（TSO別）[MW],274.95,170,150.778,300,130,750,299,172,434,2680.728
20240601B07,（内訳）自エリアからの落札量[MW],274.95,170,150.778,0,128.067,750,299,172,139,2083.795
20240601B08,募集量（TSO別）[MW],244,522,1451,781,127,815,348,138,540,4966
20240601B08,応札量合計（電源属地別）[MW],277.95,340,110.778,0,311,1138.891,397.735,131,139,2846.354
20240601B08,落札量合計（電源属地別）[MW],277.95,340,110.778,0,311,647.8,326.2,131,139,2283.728
20240601B08,応札件数（電源属地別）[件],3,2,2,0,2,10,8,4,1,32
20240601B08,落札件数（電源属地別）[件],3,2,2,0,2,8,7,4,1,29
20240601B08,最高落札価格（電源属地別）[円/kW・30分],19.51,3.57,1.44,0,0.34,0.48,0.41,6.66,4.98,19.51
20240601B08,最低落札価格（電源属地別）[円/kW・30分],3.52,1.19,0.34,0,0.34,0.34,0.35,0.34,4.98,0.34
20240601B08,平均落札価格（電源属地別）[円/kW・30分],7.16,2.38,1.16,0,0.34,0.43,0.38,1.46,4.98,1.89
20240601B08,最高落札価格（TSO別）[円/kW・30分],19.51,3.57,1.44,0,0.34,0.48,0.41,6.66,4.98,19.51
20240601B08,最低落札価格（TSO別）[円/kW・30分],3.52,1.19,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B08,平均落札価格（TSO別）[円/kW・30分],7.16,2.38,1.16,0,0.34,0.4,0.38,1.46,2.17,1.89
20240601B08,落札量合計（TSO別）[MW],277.95,340,110.778,0,121,665,275,131,363,2283.728
20240601B08,（内訳）自エリアからの落札量[MW],277.95,340,110.778,0,121,502.4,263.6,131,139,1885.728
20240602B01,募集量（TSO別）[MW],253,461,1327,693,120,729,331,106,451,4471
20240602B01,応札量合計（電源属地別）[MW],281.95,340,311.116,0,311,1069.732,397.735,92,139,2942.533
20240602B01,落札量合計（電源属地別）[MW],281.95,340,311.116,0,311,517.8,326.2,92,139,2319.066
20240602B01,応札件数（電源属地別）[件],4,2,8,0,2,8,8,4,1,37
20240602B01,落札件数（電源属地別）[件],4,2,8,0,2,6,7,4,1,34
20240602B01,最高落札価格（電源属地別）[円/kW・30分],19.51,3.64,0.34,0,0.34,0.34,0.34,6.28,5.29,19.51
20240602B01,最低落札価格（電源属地別）[円/kW・30分],3.68,1.21,0.34,0,0.34,0.34,0.34,0.34,5.29,0.34
20240602B01,平均落札価格（電源属地別）[円/kW・30分],7.46,2.43,0.34,0,0.34,0.34,0.34,1.78,5.29,1.87
20240602B01,最高落札価格（TSO別）[円/kW・30分],19.51,3.64,0.34,0,0.34,0.34,1.27,6.28,5.29,19.51
20240602B01,最低落札価格（TSO別）[円/kW・30分],3.68,1.21,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B01,平均落札価格（TSO別）[円/kW・30分],7.46,2.43,0.34,0,0.34,0.34,0.34,1.77,2.44,1.87
20240602B01,落札量合計（TSO別）[MW],281.95,340,311.116,0,120,591,256,92,327,2319.066
20240602B01,（内訳）自エリアからの落札量[MW],281.95,340,311.116,0,120,513.15,255,91,139,2051.216
20240602B02,募集量（TSO別）[MW],260,520,1277,641,130,758,340,115,408,4449
20240602B02,応札量合計（電源属地別）[MW],281.95,340,311.116,0,311,1069.732,397.735,94,139,2944.533
20240602B02,落札量合計（電源属地別）[MW],277.95,340,311.116,0,311,530.8,326.2,94,139,2330.066
20240602B02,応札件数（電源属地別）[件],4,2,8,0,2,8,8,4,1,37
20240602B02,落札件数（電源属地別）[件],3,2,8,0,2,6,7,4,1,33
20240602B02,最高落札価格（電源属地別）[円/kW・30分],19.51,3.68,0.34,0,0.34,0.45,0.34,6.2,4.99,19.51
20240602B02,最低落札価格（電源属地別）[円/kW・30分],3.67,1.08,0.34,0,0.34,0.34,0.34,0.34,4.99,0.34
20240602B02,平均落札価格（電源属地別）[円/kW・30分],7.35,2.38,0.34,0,0.34,0.41,0.34,1.72,4.99,1.82
20240602B02,最高落札価格（TSO別）[円/kW・30分],19.51,3.68,0.34,0,0.34,0.45,1.27,6.2,4.99,19.51
20240602B02,最低落札価格（TSO別）[円/kW・30分],3.67,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B02,平均落札価格（TSO別）[円/kW・30分],7.35,1.96,0.34,0,0.34,0.4,0.35,1.7,2.64,1.82
20240602B02,落札量合計（TSO別）[MW],277.95,427,224.116,0,124,649,252,94,282,2330.066
20240602B02,（内訳）自エリアからの落札量[MW],277.95,340,224.116,0,124,480,250,92,139,1927.066
20240602B03,募集量（TSO別）[MW],285,653,1556,1041,187,1086,535,223,715,6281
20240602B03,応札量合計（電源属地別）[MW],284.95,170,318.368,0,311,1177.062,101.082,182,467,3011.462
20240602B03,落札量合計（電源属地別）[MW],281.95,170,318.368,0,311,1177.062,101.082,182,467,3008.462
20240602B03,応札件数（電源属地別）[件],4,1,7,0,2,7,3,6,2,32
20240602B03,落札件数（電源属地別）[件],4,1,7,0,2,7,3,6,2,32
20240602B03,最高落札価格（電源属地別）[円/kW・30分],19.51,2.5,6.76,0,0.34,15.59,0.34,19.51,9.04,19.51
20240602B03,最低落札価格（電源属地別）[円/kW・30分],5.16,2.5,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B03,平均落札価格（電源属地別）[円/kW・30分],9.31,2.5,2.3,0,0.34,3.06,0.34,3.98,6.54,3.76
20240602B03,最高落札価格（TSO別）[円/kW・30分],19.51,2.5,6.76,0,0.34,15.59,19.51,19.51,15.59,19.51
20240602B03,最低落札価格（TSO別）[円/kW・30分],5.16,2.5,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B03,平均落札価格（TSO別）[円/kW・30分],9.31,2.5,2.3,0,0.34,2.38,3.59,3.59,5.66,3.76
20240602B03,落札量合計（TSO別）[MW],281.95,170,318.368,0,158,932,433,169.144,546,3008.462
20240602B03,（内訳）自エリアからの落札量[MW],281.95,170,318.368,0,158,932,101.082,159,467,2587.4
20240602B04,募集量（TSO別）[MW],304,706,2146,1371,217,1251,540,300,909,7744
20240602B04,応札量合計（電源属地別）[MW],130.65,170,960.161,0,311,708,101.082,255,909,3544.893
20240602B04,落札量合計（電源属地別）[MW],130.65,170,960.161,0,311,708,101.082,255,818,3453.893
20240602B04,応札件数（電源属地別）[件],1,1,9,0,2,5,3,6,5,32
20240602B04,落札件数（電源属地別）[件],1,1,9,0,2,5,3,6,5,32
20240602B04,最高落札価格（電源属地別）[円/kW・30分],9.83,2.93,4.01,0,0.34,15.65,0.34,19.51,10.55,19.51
20240602B04,最低落札価格（電源属地別）[円/kW・30分],9.83,2.93,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B04,平均落札価格（電源属地別）[円/kW・30分],9.83,2.93,2.83,0,0.34,4.88,0.34,3.27,4.5,3.65
20240602B04,最高落札価格（TSO別）[円/kW・30分],9.83,4.01,4.01,12.59,0.34,15.65,13,19.51,10.55,19.51
20240602B04,最低落札価格（TSO別）[円/kW・30分],9.83,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240602B04,平均落札価格（TSO別）[円/kW・30分],9.83,3.34,3.01,2.05,0.34,4.49,0.97,4.12,4.5,3.65
20240602B04,落札量合計（TSO別）[MW],130.65,339.673,512.7,340.788,214,742,190.222,165.86,818,3453.893
20240602B04,（内訳）自エリアからの落札量[MW],130.65,170,512.7,0,214,697,101.082,165.86,818,2809.292
20240602B05,募集量（TSO別）[MW],355,698,2052,1251,230,1178,538,349,1025,7676
20240602B05,応札量合計（電源属地別）[MW],182.95,170,1071.866,0,311,708,101.082,303,928,3775.898
20240602B05,落札量合計（電源属地別）[MW],182.95,170,1071.866,0,311,708,101.082,303,921,3768.898
20240602B05,応札件数（電源属地別）[件],3,1,11,0,2,5,3,7,5,37
20240602B05,落札件数（電源属地別）[件],3,1,11,0,2,5,3,7,5,37
20240602B05,最高落札価格（電源属地別）[円/kW・30分],19.5,2.57,6.76,0,0.34,15.65,0.34,19.51,10.55,19.51
20240602B05,最低落札価格（電源属地別）[円/kW・30分],9.13,2.57,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B05,平均落札価格（電源属地別）[円/kW・30分],11.61,2.57,3.16,0,0.34,4.88,0.34,2.82,4.03,3.74
20240602B05,最高落札価格（TSO別）[円/kW・30分],19.5,2.57,6.76,4.01,0.34,15.65,15.65,19.51,10.55,19.51
20240602B05,最低落札価格（TSO別）[円/kW・30分],9.13,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240602B05,平均落札価格（TSO別）[円/kW・30分],11.61,1.76,3.2,3.8,0.34,3.32,5.95,2.79,4.03,3.74
20240602B05,落札量合計（TSO別）[MW],182.95,266.751,594.9,380.215,226,724,205.222,267.86,921,3768.898
20240602B05,（内訳）自エリアからの落札量[MW],182.95,170,594.9,0,226,639,101.082,267.86,921,3102.792
20240602B06,募集量（TSO別）[MW],285,721,1716,1037,163,1065,483,334,846,6650
20240602B06,応札量合計（電源属地別）[MW],272.95,170,460.864,0,311,708,101.082,288,139,2450.896
20240602B06,落札量合計（電源属地別）[MW],268.95,170,460.864,0,311,708,101.082,288,139,2446.896
20240602B06,応札件数（電源属地別）[件],4,1,6,0,2,5,3,7,1,29
20240602B06,落札件数（電源属地別）[件],3,1,6,0,2,5,3,7,1,28
20240602B06,最高落札価格（電源属地別）[円/kW・30分],19.51,1.7,4.01,0,0.34,15.14,0.34,16.91,8,19.51
20240602B06,最低落札価格（電源属地別）[円/kW・30分],4.09,1.7,0.34,0,0.34,0.34,0.34,0.34,8,0.34
20240602B06,平均落札価格（電源属地別）[円/kW・30分],7.75,1.7,2.01,0,0.34,4.73,0.34,2.15,8,3.48
20240602B06,最高落札価格（TSO別）[円/kW・30分],19.51,1.7,4.01,0,0.34,15.14,16.91,16.91,8,19.51
20240602B06,最低落札価格（TSO別）[円/kW・30分],4.09,1.7,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240602B06,平均落札価格（TSO別）[円/kW・30分],7.75,1.7,2.01,0,0.34,2.18,7.52,2.85,5.22,3.48
20240602B06,落札量合計（TSO別）[MW],268.95,170,460.864,0,158,728.86,253.222,189,218,2446.896
20240602B06,（内訳）自エリアからの落札量[MW],268.95,170,460.864,0,158,575.86,101.082,189,139,2062.756
20240602B07,募集量（TSO別）[MW],263,577,1468,855,130,859,353,182,601,5288
20240602B07,応札量合計（電源属地別）[MW],274.95,170,322.816,919.44,311,1069.732,397.735,172,139,3776.673
20240602B07,落札量合計（電源属地別）[MW],274.95,170,322.816,733.533,311,824.732,397.735,172,139,3345.766
20240602B07,応札件数（電源属地別）[件],4,1,6,2,2,8,8,4,1,36
20240602B07,落札件数（電源属地別）[件],4,1,6,2,2,6,8,4,1,34
20240602B07,最高落札価格（電源属地別）[円/kW・30分],19.51,1,6.59,5.45,0.89,1.22,2.37,3.8,3.02,19.51
20240602B07,最低落札価格（電源属地別）[円/kW・30分],3.28,1,0.34,4.1,0.34,0.97,0.81,0.34,3.02,0.34
20240602B07,平均落札価格（電源属地別）[円/kW・30分],6.99,1,1.4,4.67,0.45,1.17,1.18,0.79,3.02,2.42
20240602B07,最高落札価格（TSO別）[円/kW・30分],19.51,1,6.59,5.45,0.89,5.45,1.02,3.8,3.02,19.51
20240602B07,最低落札価格（TSO別）[円/kW・30分],3.28,1,0.34,0.34,0.34,0.97,0.34,0.34,0.34,0.34
20240602B07,平均落札価格（TSO別）[円/kW・30分],6.99,1,1.4,3.94,0.55,1.62,0.82,0.79,1.78,2.42
20240602B07,落札量合計（TSO別）[MW],274.95,170,322.816,793,130,750,299,172,434,3345.766
20240602B07,（内訳）自エリアからの落札量[MW],274.95,170,322.816,638,130,654.467,248.212,172,139,2749.445
20240602B08,募集量（TSO別）[MW],244,522,1451,781,127,815,348,138,540,4966
20240602B08,応札量合計（電源属地別）[MW],277.95,340,295.207,994.224,311,1173.462,397.735,131,139,4059.578
20240602B08,落札量合計（電源属地別）[MW],277.95,340,295.207,663,311,647.8,326.2,131,139,3131.157
20240602B08,応札件数（電源属地別）[件],3,2,6,2,2,11,8,4,1,39
20240602B08,落札件数（電源属地別）[件],3,2,6,2,2,9,7,4,1,36
20240602B08,最高落札価格（電源属地別）[円/kW・30分],19.51,3.62,1.44,5.23,0.34,0.47,0.38,6.72,4.98,19.51
20240602B08,最低落札価格（電源属地別）[円/kW・30分],3.58,1.2,0.34,4.94,0.34,0.34,0.34,0.34,4.98,0.34
20240602B08,平均落札価格（電源属地別）[円/kW・30分],7.23,2.41,0.65,5.01,0.34,0.42,0.36,1.46,4.98,2.47
20240602B08,最高落札価格（TSO別）[円/kW・30分],19.51,3.62,1.44,5.23,0.34,0.47,0.38,6.72,4.98,19.51
20240602B08,最低落札価格（TSO別）[円/kW・30分],3.58,1.2,0.34,4.94,0.34,0.34,0.34,0.34,0.34,0.34
20240602B08,平均落札価格（TSO別）[円/kW・30分],7.23,2.41,0.65,5.01,0.34,0.4,0.36,1.46,2.15,2.47
20240602B08,落札量合計（TSO別）[MW],277.95,340,295.207,663,121,665,275,131,363,3131.157
20240602B08,（内訳）自エリアからの落札量[MW],277.95,340,295.207,663,121,563.15,275,131,139,2805.307
20240603B01,募集量（TSO別）[MW],253,461,1327,693,120,729,331,106,451,4471
20240603B01,応札量合計（電源属地別）[MW],281.95,340,413.19,0,311,1104.31,542.485,92,451,3535.935
20240603B01,落札量合計（電源属地別）[MW],281.95,340,413.19,0,311,359.714,296.286,92,426,2520.14
20240603B01,応札件数（電源属地別）[件],4,2,9,0,2,9,9,4,3,42
20240603B01,落札件数（電源属地別）[件],4,2,9,0,2,7,8,4,3,39
20240603B01,最高落札価格（電源属地別）[円/kW・30分],19.51,3.66,1.44,0,0.34,0.34,1.22,5.06,10.02,19.51
20240603B01,最低落札価格（電源属地別）[円/kW・30分],3.39,1.22,0.34,0,0.34,0.34,0.34,0.34,0.99,0.34
20240603B01,平均落札価格（電源属地別）[円/kW・30分],7.1,2.44,0.56,0,0.34,0.34,0.63,1.44,5.24,2.32
20240603B01,最高落札価格（TSO別）[円/kW・30分],19.51,3.66,1.44,0,0.34,1.22,1.22,5.06,10.02,19.51
20240603B01,最低落札価格（TSO別）[円/kW・30分],3.39,1.22,0.34,0,0.34,0.34,0.34,0.34,0.99,0.34
20240603B01,平均落札価格（TSO別）[円/kW・30分],7.1,2.44,0.56,0,0.34,0.39,0.56,1.43,5.24,2.32
20240603B01,落札量合計（TSO別）[MW],281.95,340,413.19,0,120,591,256,92,426,2520.14
20240603B01,（内訳）自エリアからの落札量[MW],281.95,340,413.19,0,120,359.714,256,91,426,2287.854
20240603B02,募集量（TSO別）[MW],260,520,1277,641,130,758,340,115,408,4449
20240603B02,応札量合計（電源属地別）[MW],281.95,170,413.19,0,130,1104.31,542.485,94,139,2874.935
20240603B02,落札量合計（電源属地別）[MW],277.95,170,413.19,0,130,641,397,94,139,2262.14
20240603B02,応札件数（電源属地別）[件],4,1,9,0,2,9,9,4,1,39
20240603B02,落札件数（電源属地別）[件],3,1,9,0,2,7,8,4,1,35
20240603B02,最高落札価格（電源属地別）[円/kW・30分],19.51,1.27,1.44,0,0.98,0.34,1.88,4.3,3.7,19.51
20240603B02,最低落札価格（電源属地別）[円/kW・30分],3.34,1.27,0.34,0,0.34,0.34,0.34,0.34,3.7,0.34
20240603B02,平均落札価格（電源属地別）[円/kW・30分],6.93,1.27,0.56,0,0.66,0.34,0.72,1.26,3.7,1.59
20240603B02,最高落札価格（TSO別）[円/kW・30分],19.51,1.27,1.44,0,0.98,1.14,1.88,4.3,3.7,19.51
20240603B02,最低落札価格（TSO別）[円/kW・30分],3.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240603B02,平均落札価格（TSO別）[円/kW・30分],6.93,0.81,0.71,0,0.68,0.34,0.65,1.24,2.26,1.59
20240603B02,落札量合計（TSO別）[MW],277.95,334.967,248.223,0,124,649,252,94,282,2262.14
20240603B02,（内訳）自エリアからの落札量[MW],277.95,170,248.223,0,124,641,252,92,139,1944.173
20240603B03,募集量（TSO別）[MW],285,653,1556,1041,187,1086,535,223,715,6281
20240603B03,応札量合計（電源属地別）[MW],286.94,111,409.981,0,311,1177.032,317.367,182,207,3002.32
20240603B03,落札量合計（電源属地別）[MW],280.95,111,409.981,0,311,1107.032,294.968,182,207,2903.931
20240603B03,応札件数（電源属地別）[件],5,1,8,0,2,9,5,6,3,39
20240603B03,落札件数（電源属地別）[件],3,1,8,0,2,8,5,6,3,36
20240603B03,最高落札価格（電源属地別）[円/kW・30分],19.51,1.77,6.76,0,0.34,11.79,0.45,10.62,10.95,19.51
20240603B03,最低落札価格（電源属地別）[円/kW・30分],3.83,1.77,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240603B03,平均落札価格（電源属地別）[円/kW・30分],7.58,1.77,2.08,0,0.34,2.15,0.4,2.09,5.11,2.49
20240603B03,最高落札価格（TSO別）[円/kW・30分],19.51,1.77,6.76,0,0.34,11.79,11.79,10.62,11.79,19.51
20240603B03,最低落札価格（TSO別）[円/kW・30分],3.83,1.77,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240603B03,平均落札価格（TSO別）[円/kW・30分],7.58,1.77,2.08,0,0.34,2.21,0.7,1.76,3.39,2.49
20240603B03,落札量合計（TSO別）[MW],280.95,111,409.981,0,158,932,436,200,376,2903.931
20240603B03,（内訳）自エリアからの落札量[MW],280.95,111,409.981,0,158,896.983,294.968,159,207,2517.882
