H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202408,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240801B03,落札件数（電源属地別）[件],3,2,1,0,1,5,7,8,2,29
20240801B03,最高落札価格（電源属地別）[円/kW・30分],6.53,7.18,2.66,0,0.34,7.83,1.43,5.99,7.93,7.93
20240801B03,最低落札価格（電源属地別）[円/kW・30分],2.02,2.85,2.66,0,0.34,0.34,0.34,0.34,7.21,0.34
20240801B03,平均落札価格（電源属地別）[円/kW・30分],5.41,5.56,2.66,0,0.34,2.59,0.98,1.27,7.55,3.36
20240801B03,最高落札価格（TSO別）[円/kW・30分],6.53,7.18,2.66,0,7.83,7.83,7.83,5.99,7.93,7.93
20240801B03,最低落札価格（TSO別）[円/kW・30分],2.02,2.85,2.66,0,0.34,0.34,0.34,0.34,0.34,0.34
20240801B03,平均落札価格（TSO別）[円/kW・30分],5.41,5.56,2.66,0,0.99,2.06,1.39,1.34,5.37,3.36
20240801B03,落札量合計（TSO別）[MW],250,400,217.1,0,220,847,389,129,709,3161.1
20240801B03,（内訳）自エリアからの落札量[MW],250,400,217.1,0,201,768.076,355.651,129,410,2730.827
20240801B04,募集量（TSO別）[MW],311,722,2315,621,231,1201,477,294,1045,7217
20240801B04,応札量合計（電源属地別）[MW],263.2,550,657.1,87,231,1245.8,571.151,259,241.99,4106.241
20240801B04,落札量合計（電源属地別）[MW],263.2,550,657.1,87,231,1177.8,526.2,259,241.99,3993.29
20240801B04,応札件数（電源属地別）[件],5,3,2,1,1,7,7,8,4,38
20240801B04,落札件数（電源属地別）[件],5,3,2,1,1,6,7,8,4,37
20240801B04,最高落札価格（電源属地別）[円/kW・30分],19.5,8.29,5.91,1.79,0.34,5.26,2.12,2.99,19.5,19.5
20240801B04,最低落札価格（電源属地別）[円/kW・30分],1.51,2.28,2.66,1.79,0.34,0.34,0.34,0.34,0.37,0.34
20240801B04,平均落札価格（電源属地別）[円/kW・30分],6.84,5.01,3.03,1.79,0.34,2.01,1.49,0.9,7.17,2.98
20240801B04,最高落札価格（TSO別）[円/kW・30分],19.5,8.29,5.91,1.79,5.26,5.26,5.26,2.99,19.5,19.5
20240801B04,最低落札価格（TSO別）[円/kW・30分],1.51,2.28,2.66,1.79,0.34,0.34,0.34,0.34,0.34,0.34
20240801B04,平均落札価格（TSO別）[円/kW・30分],6.84,4.63,3.1,1.79,0.52,1.96,1.63,0.9,4.44,2.98
20240801B04,落札量合計（TSO別）[MW],263.2,656.2,550.9,87,219,1091,406,259,460.99,3993.29
20240801B04,（内訳）自エリアからの落札量[MW],263.2,550,550.9,87,211,1014.076,376.276,259,241.99,3553.442
20240801B05,募集量（TSO別）[MW],293,884,1954,569,197,1033,531,359,1102,6922
20240801B05,応札量合計（電源属地別）[MW],258.2,550,608.9,186,197,1085.8,500.171,316,123,3825.071
20240801B05,落札量合計（電源属地別）[MW],255.4,550,608.9,186,197,1017.8,455.2,316,123,3709.3
20240801B05,応札件数（電源属地別）[件],5,3,3,1,1,6,6,8,3,36
20240801B05,落札件数（電源属地別）[件],4,3,3,1,1,5,6,8,3,34
20240801B05,最高落札価格（電源属地別）[円/kW・30分],19.49,6.38,6.98,2.62,0.34,3.65,2.23,3.81,16.51,19.49
20240801B05,最低落札価格（電源属地別）[円/kW・30分],1.43,1.54,2.66,2.62,0.34,0.34,0.37,0.34,0.34,0.34
20240801B05,平均落札価格（電源属地別）[円/kW・30分],6.41,3.74,3.19,2.62,0.34,1.47,1.57,0.83,10.1,2.67
20240801B05,最高落札価格（TSO別）[円/kW・30分],19.49,6.38,6.98,2.66,0.34,3.65,2.23,3.81,16.51,19.49
20240801B05,最低落札価格（TSO別）[円/kW・30分],1.43,1.54,2.66,2.62,0.34,0.34,0.34,0.34,0.34,0.34
20240801B05,平均落札価格（TSO別）[円/kW・30分],6.41,3.67,3.26,2.63,0.34,1.64,1.32,0.86,4.38,2.67
20240801B05,落札量合計（TSO別）[MW],255.4,587,539.9,218,167,886,422,302,332,3709.3
20240801B05,（内訳）自エリアからの落札量[MW],255.4,550,539.9,186,153,789.8,375.936,302,123,3275.036
20240801B06,募集量（TSO別）[MW],247,791,2000,462,183,1088,480,349,909,6509
20240801B06,応札量合計（電源属地別）[MW],262.2,450,74.9,0,183,1017.8,635.003,307,123,3052.903
20240801B06,落札量合計（電源属地別）[MW],212.8,450,74.9,0,183,1017.8,603.029,307,123,2971.529
20240801B06,応札件数（電源属地別）[件],4,3,1,0,1,5,10,8,3,35
20240801B06,落札件数（電源属地別）[件],3,3,1,0,1,5,10,8,3,34
20240801B06,最高落札価格（電源属地別）[円/kW・30分],19.5,5.02,7.21,0,1.51,2.94,6.8,7.44,4.32,19.5
20240801B06,最低落札価格（電源属地別）[円/kW・30分],0.34,3,7.21,0,1.51,1,4.47,0.34,2.37,0.34
20240801B06,平均落札価格（電源属地別）[円/kW・30分],2.77,3.67,7.21,0,1.51,1.91,5.68,2.19,2.97,3.19
20240801B06,最高落札価格（TSO別）[円/kW・30分],19.5,5.02,7.21,0,1.51,6.8,6.8,7.44,6.31,19.5
20240801B06,最低落札価格（TSO別）[円/kW・30分],0.34,3,7.21,0,1.51,0.34,4.47,0.34,0.34,0.34
20240801B06,平均落札価格（TSO別）[円/kW・30分],2.77,3.67,7.21,0,1.51,2.56,5.55,2.56,2.56,3.19
20240801B06,落札量合計（TSO別）[MW],212.8,450,74.9,0,172,999,386,254.829,422,2971.529
20240801B06,（内訳）自エリアからの落札量[MW],212.8,450,74.9,0,172,844,386,254.829,123,2517.529
20240801B07,募集量（TSO別）[MW],239,582,1879,420,142,1039,385,199,755,5640
20240801B07,応札量合計（電源属地別）[MW],259.2,450,74.9,0,142,1017.8,705.983,190,124.99,2964.873
20240801B07,落札量合計（電源属地別）[MW],212.8,450,74.9,0,142,1017.8,705.983,190,124.99,2918.473
20240801B07,応札件数（電源属地別）[件],4,3,1,0,1,5,11,6,4,35
20240801B07,落札件数（電源属地別）[件],3,3,1,0,1,5,11,6,4,34
20240801B07,最高落札価格（電源属地別）[円/kW・30分],19.5,7.2,5.84,0,2.21,3.23,6.47,11.56,19.5,19.5
20240801B07,最低落札価格（電源属地別）[円/kW・30分],0.45,2.73,5.84,0,2.21,1.29,4.14,0.34,0.8,0.34
20240801B07,平均落札価格（電源属地別）[円/kW・30分],2.75,4.41,5.84,0,2.21,2.08,5.46,2.75,1.89,3.45
20240801B07,最高落札価格（TSO別）[円/kW・30分],19.5,7.2,5.84,0,2.21,3.23,6.47,11.56,19.5,19.5
20240801B07,最低落札価格（TSO別）[円/kW・30分],0.45,2.73,5.84,0,2.21,1.29,4.14,0.34,0.34,0.34
20240801B07,平均落札価格（TSO別）[円/kW・30分],3,4.41,5.84,0,2.21,2.03,5.31,2.8,4.5,3.45
20240801B07,落札量合計（TSO別）[MW],249.8,413,74.9,0,142,972,343,186,537.773,2918.473
20240801B07,（内訳）自エリアからの落札量[MW],212.8,413,74.9,0,142,972,343,186,124.99,2468.69
20240801B08,募集量（TSO別）[MW],215,566,1764,441,142,949,352,167,694,5290
20240801B08,応札量合計（電源属地別）[MW],277.2,550,74.9,0,142,1055,571.151,150,124.99,2945.241
20240801B08,落札量合計（電源属地別）[MW],220,550,74.9,0,142,1055,448,150,124.99,2764.89
20240801B08,応札件数（電源属地別）[件],5,3,1,0,1,7,7,7,4,35
20240801B08,落札件数（電源属地別）[件],3,3,1,0,1,7,7,7,4,33
20240801B08,最高落札価格（電源属地別）[円/kW・30分],6.42,4.36,2.36,0,0.34,4.04,2.86,3.54,19.5,19.5
20240801B08,最低落札価格（電源属地別）[円/kW・30分],1.82,0.92,2.36,0,0.34,0.34,0.81,0.34,0.89,0.34
20240801B08,平均落札価格（電源属地別）[円/kW・30分],3.53,2.48,2.36,0,0.34,1.64,2.2,1.14,4.56,2.11
20240801B08,最高落札価格（TSO別）[円/kW・30分],6.42,4.36,2.36,0,0.34,4.04,2.86,3.54,19.5,19.5
20240801B08,最低落札価格（TSO別）[円/kW・30分],1.82,0.92,2.36,0,0.34,0.34,0.44,0.34,0.34,0.34
20240801B08,平均落札価格（TSO別）[円/kW・30分],3.53,2.48,2.36,0,0.34,1.51,2.02,1.24,2.72,2.11
20240801B08,落札量合計（TSO別）[MW],220,550,74.9,0,129,827,307,131,525.99,2764.89
20240801B08,（内訳）自エリアからの落札量[MW],220,550,74.9,0,129,815.845,301.286,131,124.99,2347.021
20240802B01,募集量（TSO別）[MW],185,467,1411,409,142,763,335,118,535,4365
20240802B01,応札量合計（電源属地別）[MW],225.79,550,0,0,142,821.9,571.151,103,535,2948.841
20240802B01,落札量合計（電源属地別）[MW],212.8,550,0,0,142,424.804,438.196,103,511,2381.8
20240802B01,応札件数（電源属地別）[件],4,3,0,0,1,5,7,6,3,29
20240802B01,落札件数（電源属地別）[件],3,3,0,0,1,3,7,6,3,26
20240802B01,最高落札価格（電源属地別）[円/kW・30分],19.5,4.86,0,0,0.34,4.39,1.43,1.53,7.98,19.5
20240802B01,最低落札価格（電源属地別）[円/kW・30分],5.68,1.09,0,0,0.34,0.34,0.34,0.34,0.47,0.34
20240802B01,平均落札価格（電源属地別）[円/kW・30分],6.3,2.8,0,0,0.34,2.84,1,1.02,7.15,3.5
20240802B01,最高落札価格（TSO別）[円/kW・30分],19.5,4.86,0,0,0.34,4.39,1.43,1.53,7.98,19.5
20240802B01,最低落札価格（TSO別）[円/kW・30分],5.68,1.09,0,0,0.34,0.34,0.34,0.34,0.47,0.34
20240802B01,平均落札価格（TSO別）[円/kW・30分],6.3,2.8,0,0,0.34,2.31,0.92,1.05,7.15,3.5
20240802B01,落札量合計（TSO別）[MW],212.8,550,0,0,142,613,266,87,511,2381.8
20240802B01,（内訳）自エリアからの落札量[MW],212.8,550,0,0,142,424.804,266,87,511,2193.604
20240802B02,募集量（TSO別）[MW],169,503,1357,413,153,731,337,117,510,4290
20240802B02,応札量合計（電源属地別）[MW],279.19,550,0,0,153,821.9,571.151,98,511.99,2985.231
20240802B02,落札量合計（電源属地別）[MW],223.8,550,0,0,153,453.804,444.196,98,444.99,2367.79
20240802B02,応札件数（電源属地別）[件],6,3,0,0,1,5,7,6,4,32
20240802B02,落札件数（電源属地別）[件],5,3,0,0,1,3,7,6,4,29
20240802B02,最高落札価格（電源属地別）[円/kW・30分],19.5,5.05,0,0,0.34,4.35,1.38,1.35,19.5,19.5
20240802B02,最低落札価格（電源属地別）[円/kW・30分],1.96,1.16,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20240802B02,平均落札価格（電源属地別）[円/kW・30分],6.06,2.93,0,0,0.34,2.65,0.96,1.03,7.13,3.35
20240802B02,最高落札価格（TSO別）[円/kW・30分],19.5,5.05,0,0.89,0.34,4.35,1.38,1.35,19.5,19.5
20240802B02,最低落札価格（TSO別）[円/kW・30分],1.96,1.16,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240802B02,平均落札価格（TSO別）[円/kW・30分],6.06,2.93,0,0.69,0.34,2.23,0.84,1.01,7.13,3.35
20240802B02,落札量合計（TSO別）[MW],223.8,550,0,43,137,632,245,92,444.99,2367.79
20240802B02,（内訳）自エリアからの落札量[MW],223.8,550,0,0,136.99,453.804,245,92,444.99,2146.584
20240802B03,募集量（TSO別）[MW],214,752,1774,510,201,1020,449,191,835,5946
20240802B03,応札量合計（電源属地別）[MW],313.19,550,217.1,0,201,821.9,571.151,148,410,3232.341
20240802B03,落札量合計（電源属地別）[MW],252,550,217.1,0,201,821.9,571.151,148,410,3171.151
20240802B03,応札件数（電源属地別）[件],6,3,1,0,1,5,7,8,2,33
20240802B03,落札件数（電源属地別）[件],5,3,1,0,1,5,7,8,2,32
20240802B03,最高落札価格（電源属地別）[円/kW・30分],6.53,7.39,2.66,0,0.34,9.11,1.41,5.24,7.93,9.11
20240802B03,最低落札価格（電源属地別）[円/kW・30分],2.02,1.97,2.66,0,0.34,0.34,0.34,0.34,7.21,0.34
20240802B03,平均落札価格（電源属地別）[円/kW・30分],5.4,4.43,2.66,0,0.34,3.76,1.01,1.17,7.55,3.59
20240802B03,最高落札価格（TSO別）[円/kW・30分],6.53,7.39,2.66,0,4.17,9.11,1.41,5.24,7.93,9.11
20240802B03,最低落札価格（TSO別）[円/kW・30分],2.02,1.97,2.66,0,0.34,0.34,0.34,0.34,0.34,0.34
20240802B03,平均落札価格（TSO別）[円/kW・30分],5.4,4.43,2.66,0,0.67,3.76,0.94,1.24,5.33,3.59
20240802B03,落札量合計（TSO別）[MW],252,550,217.1,0,220,776.824,389,126,640.227,3171.151
20240802B03,（内訳）自エリアからの落札量[MW],252,550,217.1,0,201,694.9,389,126,410,2840
20240802B04,募集量（TSO別）[MW],311,722,2315,621,231,1201,477,294,1045,7217
20240802B04,応札量合計（電源属地別）[MW],263.2,550,657.1,87,231,1110,571.151,259,241.99,3970.441
20240802B04,落札量合計（電源属地別）[MW],263.2,550,657.1,87,231,1110,571.151,259,241.99,3970.441
20240802B04,応札件数（電源属地別）[件],5,3,2,1,1,7,7,8,4,38
20240802B04,落札件数（電源属地別）[件],5,3,2,1,1,7,7,8,4,38
20240802B04,最高落札価格（電源属地別）[円/kW・30分],19.5,8.27,4.71,1.22,0.34,5.06,2.18,2.8,19.5,19.5
20240802B04,最低落札価格（電源属地別）[円/kW・30分],1.51,2.28,2.66,1.22,0.34,0.34,0.34,0.34,0.37,0.34
20240802B04,平均落札価格（電源属地別）[円/kW・30分],6.84,5,2.89,1.22,0.34,2.03,1.58,0.84,7.17,2.96
20240802B04,最高落札価格（TSO別）[円/kW・30分],19.5,8.27,4.71,1.22,5.06,5.06,2.18,2.8,19.5,19.5
20240802B04,最低落札価格（TSO別）[円/kW・30分],1.51,2.28,2.66,1.22,0.34,0.34,0.34,0.34,0.34,0.34
20240802B04,平均落札価格（TSO別）[円/kW・30分],6.84,4.62,2.94,1.22,0.51,1.94,1.54,0.88,4.61,2.96
20240802B04,落札量合計（TSO別）[MW],263.2,656.2,550.9,87,219,1091,406,236.151,460.99,3970.441
20240802B04,（内訳）自エリアからの落札量[MW],263.2,550,550.9,87,211,976,406,236.151,241.99,3522.241
20240802B05,募集量（TSO別）[MW],293,884,1954,569,197,1033,531,359,1102,6922
20240802B05,応札量合計（電源属地別）[MW],258.2,550,608.9,284,197,950,499.616,316,123,3786.716
20240802B05,落札量合計（電源属地別）[MW],255.4,550,608.9,284,197,950,499.616,316,123,3783.916
20240802B05,応札件数（電源属地別）[件],5,3,3,1,1,6,6,8,3,36
20240802B05,落札件数（電源属地別）[件],4,3,3,1,1,6,6,8,3,35
20240802B05,最高落札価格（電源属地別）[円/kW・30分],19.49,6.22,5.37,1.88,0.34,6.04,2.26,3.78,16.51,19.49
20240802B05,最低落札価格（電源属地別）[円/kW・30分],1.43,1.49,2.66,1.88,0.34,0.34,0.38,0.34,0.34,0.34
20240802B05,平均落札価格（電源属地別）[円/kW・30分],6.41,3.64,2.99,1.88,0.34,1.66,1.65,0.79,10.1,2.63
20240802B05,最高落札価格（TSO別）[円/kW・30分],19.49,6.22,5.37,1.88,3.65,6.04,3.65,3.78,16.51,19.49
20240802B05,最低落札価格（TSO別）[円/kW・30分],1.43,1.49,2.66,1.88,0.34,0.34,0.38,0.34,0.34,0.34
20240802B05,平均落札価格（TSO別）[円/kW・30分],6.41,3.53,3.04,1.88,0.62,1.47,1.58,0.69,5.12,2.63
20240802B05,落札量合計（TSO別）[MW],255.4,619,539.9,284,167,876.616,422,288,332,3783.916
20240802B05,（内訳）自エリアからの落札量[MW],255.4,550,539.9,284,153,736,417,288,123,3346.3
20240802B06,募集量（TSO別）[MW],247,791,2000,462,183,1088,480,349,909,6509
20240802B06,応札量合計（電源属地別）[MW],262.2,450,74.9,284,183,882,634.448,307,123,3200.548
20240802B06,落札量合計（電源属地別）[MW],212.8,450,74.9,284,183,882,634.448,307,123,3151.148
20240802B06,応札件数（電源属地別）[件],4,3,1,1,1,5,10,8,3,36
20240802B06,落札件数（電源属地別）[件],3,3,1,1,1,5,10,8,3,35
20240802B06,最高落札価格（電源属地別）[円/kW・30分],19.5,4.56,6.05,4.69,1.51,2.64,4.68,8.21,4.32,19.5
20240802B06,最低落札価格（電源属地別）[円/kW・30分],0.48,2.67,6.05,4.69,1.51,0.65,2.36,0.34,2.37,0.34
20240802B06,平均落札価格（電源属地別）[円/kW・30分],2.86,3.3,6.05,4.69,1.51,1.44,3.63,2.32,2.97,2.79
20240802B06,最高落札価格（TSO別）[円/kW・30分],19.5,4.56,6.05,4.69,1.51,8.21,4.68,8.21,4.32,19.5
20240802B06,最低落札価格（TSO別）[円/kW・30分],0.48,2.67,6.05,4.69,1.51,0.34,2.36,0.34,0.34,0.34
20240802B06,平均落札価格（TSO別）[円/kW・30分],2.86,3.3,6.05,4.69,1.51,2.15,3.36,3.03,2,2.79
20240802B06,落札量合計（TSO別）[MW],212.8,450,74.9,232,172,999,386,202.448,422,3151.148
20240802B06,（内訳）自エリアからの落札量[MW],212.8,450,74.9,232,172,746.397,386,202.448,123,2599.545
20240802B07,募集量（TSO別）[MW],239,582,1894,420,142,1039,385,199,755,5655
20240802B07,応札量合計（電源属地別）[MW],259.2,450,74.9,0,142,972,634.448,190,124.99,2847.538
20240802B07,落札量合計（電源属地別）[MW],212.8,450,74.9,0,142,972,634.448,190,124.99,2801.138
20240802B07,応札件数（電源属地別）[件],4,3,1,0,1,6,10,5,4,34
20240802B07,落札件数（電源属地別）[件],3,3,1,0,1,6,10,5,4,33
20240802B07,最高落札価格（電源属地別）[円/kW・30分],19.5,5.76,4.95,0,2.21,2.45,5.43,8.31,19.5,19.5
20240802B07,最低落札価格（電源属地別）[円/kW・30分],0.34,1.81,4.95,0,2.21,0.34,3.1,0.34,0.8,0.34
20240802B07,平均落札価格（電源属地別）[円/kW・30分],2.68,3.33,4.95,0,2.21,1.47,4.37,2.26,1.89,2.72
20240802B07,最高落札価格（TSO別）[円/kW・30分],19.5,5.76,4.95,0,2.21,2.45,5.43,8.31,19.5,19.5
20240802B07,最低落札価格（TSO別）[円/kW・30分],0.34,1.81,4.95,0,2.21,0.34,3.1,0.34,0.34,0.34
20240802B07,平均落札価格（TSO別）[円/kW・30分],2.55,3.46,4.95,0,2.21,1.47,4.35,2.34,3.5,2.72
20240802B07,落札量合計（TSO別）[MW],249.8,413,74.9,0,142,956.185,343,182.66,439.593,2801.138
20240802B07,（内訳）自エリアからの落札量[MW],212.8,413,74.9,0,142,956.185,343,182.66,124.99,2449.535
20240802B08,募集量（TSO別）[MW],215,566,1764,441,142,949,352,167,694,5290
20240802B08,応札量合計（電源属地別）[MW],277.2,550,74.9,0,142,1110,571.151,150,124.99,3000.241
20240802B08,落札量合計（電源属地別）[MW],221,550,74.9,0,142,1042,462,150,124.99,2766.89
20240802B08,応札件数（電源属地別）[件],5,3,1,0,1,7,7,6,4,34
20240802B08,落札件数（電源属地別）[件],4,3,1,0,1,6,7,6,4,32
20240802B08,最高落札価格（電源属地別）[円/kW・30分],6.42,4.49,1.89,0,0.34,4.04,2.77,2.98,19.5,19.5
20240802B08,最低落札価格（電源属地別）[円/kW・30分],2.12,0.96,1.89,0,0.34,0.34,0.73,0.34,0.89,0.34
20240802B08,平均落札価格（電源属地別）[円/kW・30分],3.7,2.56,1.89,0,0.34,1.54,2.07,1.02,4.56,2.06
20240802B08,最高落札価格（TSO別）[円/kW・30分],6.42,4.49,1.89,0,0.34,4.04,2.77,2.98,19.5,19.5
20240802B08,最低落札価格（TSO別）[円/kW・30分],2.12,0.96,1.89,0,0.34,0.34,0.73,0.34,0.34,0.34
20240802B08,平均落札価格（TSO別）[円/kW・30分],3.7,2.56,1.89,0,0.34,1.37,1.95,1.1,2.69,2.06
20240802B08,落札量合計（TSO別）[MW],221,550,74.9,0,129,827,307,132,525.99,2766.89
20240802B08,（内訳）自エリアからの落札量[MW],221,550,74.9,0,129,816.845,307,132,124.99,2355.735
20240803B01,募集量（TSO別）[MW],185,467,1411,409,142,763,335,118,535,4365
20240803B01,応札量合計（電源属地別）[MW],264.49,550,543.379,0,142,652.9,470.701,103,535,3261.47
20240803B01,落札量合計（電源属地別）[MW],213.55,550,543.379,0,142,492.9,428.1,103,408,2880.929
20240803B01,応札件数（電源属地別）[件],5,3,7,0,1,4,6,6,5,37
20240803B01,落札件数（電源属地別）[件],3,3,7,0,1,3,6,6,4,33
20240803B01,最高落札価格（電源属地別）[円/kW・30分],19.5,2.18,1.84,0,0.53,3.97,3.16,15.65,11.6,19.5
20240803B01,最低落札価格（電源属地別）[円/kW・30分],4.18,0.93,0.34,0,0.53,0.34,1.16,0.7,0.34,0.34
20240803B01,平均落札価格（電源属地別）[円/kW・30分],4.79,1.5,0.55,0,0.53,2.59,2.19,4.18,7.22,2.71
20240803B01,最高落札価格（TSO別）[円/kW・30分],19.5,2.18,1.84,0,0.53,15.65,3.16,15.65,11.6,19.5
20240803B01,最低落札価格（TSO別）[円/kW・30分],4.18,0.93,0.34,0,0.53,0.34,1.16,0.7,0.34,0.34
20240803B01,平均落札価格（TSO別）[円/kW・30分],4.79,1.5,0.55,0,0.53,2.64,2.03,3.79,6.66,2.71
20240803B01,落札量合計（TSO別）[MW],213.55,550,543.379,0,142,613,266,87,466,2880.929
20240803B01,（内訳）自エリアからの落札量[MW],213.55,550,543.379,0,142,492.9,266,87,408,2702.829
20240803B02,募集量（TSO別）[MW],169,503,1357,413,153,731,337,117,510,4290
20240803B02,応札量合計（電源属地別）[MW],276.49,550,543.379,0,153,652.9,470.701,108,511.99,3266.46
20240803B02,落札量合計（電源属地別）[MW],224.55,550,543.379,0,153,492.9,450.284,108,384.99,2907.103
20240803B02,応札件数（電源属地別）[件],6,3,7,0,1,4,6,6,6,39
20240803B02,落札件数（電源属地別）[件],5,3,7,0,1,3,6,6,5,36
20240803B02,最高落札価格（電源属地別）[円/kW・30分],19.5,2.65,1.84,0,0.47,4.04,2.87,17.2,19.5,19.5
20240803B02,最低落札価格（電源属地別）[円/kW・30分],3.24,1.11,0.34,0,0.47,0.34,0.88,0.93,0.34,0.34
20240803B02,平均落札価格（電源属地別）[円/kW・30分],5.05,1.81,0.55,0,0.47,2.6,1.94,4.1,7.77,2.78
20240803B02,最高落札価格（TSO別）[円/kW・30分],19.5,2.65,1.84,4.04,0.94,17.2,2.87,17.2,19.5,19.5
20240803B02,最低落札価格（TSO別）[円/kW・30分],3.24,1.11,0.34,0.47,0.47,0.34,0.88,0.93,0.34,0.34
20240803B02,平均落札価格（TSO別）[円/kW・30分],5.05,1.81,0.55,2.2,0.48,2.58,1.62,3.83,7.05,2.78
20240803B02,落札量合計（TSO別）[MW],224.55,550,543.379,43,137,632,242.184,90,444.99,2907.103
20240803B02,（内訳）自エリアからの落札量[MW],224.55,550,543.379,0,134,472.503,242.184,90,384.99,2641.606
20240803B03,募集量（TSO別）[MW],214,752,1774,510,201,1020,449,191,835,5946
20240803B03,応札量合計（電源属地別）[MW],272.54,700,1047.424,0,201,910.8,470.701,148,835,4585.465
20240803B03,落札量合計（電源属地別）[MW],253.55,700,1047.424,0,201,817.499,391.501,148,766,4324.974
20240803B03,応札件数（電源属地別）[件],5,4,10,0,2,5,6,7,5,44
20240803B03,落札件数（電源属地別）[件],4,4,10,0,2,4,6,7,5,42
20240803B03,最高落札価格（電源属地別）[円/kW・30分],19.5,5.35,6.24,0,0.34,10.84,2.81,15.55,12.56,19.5
20240803B03,最低落札価格（電源属地別）[円/kW・30分],2.97,1.75,0.34,0,0.34,0.34,0.82,0.34,0.34,0.34
20240803B03,平均落札価格（電源属地別）[円/kW・30分],4.9,3.35,3.34,0,0.34,3.6,1.91,3.45,6.83,3.84
20240803B03,最高落札価格（TSO別）[円/kW・30分],19.5,5.35,6.24,0,0.34,15.55,2.81,15.55,12.56,19.5
20240803B03,最低落札価格（TSO別）[円/kW・30分],2.97,1.75,0.34,0,0.34,0.34,0.82,0.34,0.34,0.34
20240803B03,平均落札価格（TSO別）[円/kW・30分],4.9,3.35,3.34,0,0.34,3.69,1.9,2.76,6.83,3.84
20240803B03,落札量合計（TSO別）[MW],253.55,700,1047.424,0,201,847,389,121,766,4324.974
20240803B03,（内訳）自エリアからの落札量[MW],253.55,700,1047.424,0,201,817.499,389,121,766,4295.473
20240803B04,募集量（TSO別）[MW],311,722,2315,621,231,1201,477,294,1045,7217
