H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202407,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240701B07,最高落札価格（電源属地別）[円/kW・30分],19.5,0.68,7.21,0.92,3.49,4.05,5.41,7.68,19.5,19.5
20240701B07,最低落札価格（電源属地別）[円/kW・30分],0.34,0.68,0.34,0.92,3.49,3.8,2.97,0.34,1.26,0.34
20240701B07,平均落札価格（電源属地別）[円/kW・30分],2.25,0.68,1.17,0.92,3.49,4.01,4.01,1.88,2.43,2.59
20240701B07,最高落札価格（TSO別）[円/kW・30分],19.5,0.68,7.21,0.92,3.49,4.05,5.41,7.68,19.5,19.5
20240701B07,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,3.49,3.49,2.97,0.34,1.26,0.34
20240701B07,平均落札価格（TSO別）[円/kW・30分],2.25,0.57,1.66,0.62,3.49,4.02,3.84,1.88,3.58,2.59
20240701B07,落札量合計（TSO別）[MW],222.8,302.419,425.2,301.931,131,708.935,318,190,290.005,2890.29
20240701B07,（内訳）自エリアからの落札量[MW],222.8,207,425.2,146.582,131,700.935,318,190,104.99,2446.507
20240701B08,募集量（TSO別）[MW],214,546,1602,804,141,868,352,157,650,5334
20240701B08,応札量合計（電源属地別）[MW],280.4,569,687.525,146.582,141,979,255.326,137,104.99,3300.823
20240701B08,落札量合計（電源属地別）[MW],220,569,687.525,146.582,141,979,255.326,137,104.99,3240.423
20240701B08,応札件数（電源属地別）[件],4,3,8,1,1,6,3,6,3,35
20240701B08,落札件数（電源属地別）[件],3,3,8,1,1,6,3,6,3,34
20240701B08,最高落札価格（電源属地別）[円/kW・30分],4.93,2.76,1.58,0.69,0.88,7.61,2.75,1.09,19.5,19.5
20240701B08,最低落札価格（電源属地別）[円/kW・30分],0.34,0.9,0.34,0.69,0.88,1.64,0.62,0.34,5.39,0.34
20240701B08,平均落札価格（電源属地別）[円/kW・30分],2.16,2.04,0.49,0.69,0.88,2.28,1.87,0.57,7.38,1.78
20240701B08,最高落札価格（TSO別）[円/kW・30分],4.93,2.76,1.58,0.69,0.88,7.61,2.75,1.09,19.5,19.5
20240701B08,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,0.88,0.88,0.62,0.34,0.62,0.34
20240701B08,平均落札価格（TSO別）[円/kW・30分],2.16,1.95,0.56,0.5,0.88,2.13,1.9,0.57,4.09,1.78
20240701B08,落札量合計（TSO別）[MW],220,602,473.525,327.582,132,707,291,137,350.316,3240.423
20240701B08,（内訳）自エリアからの落札量[MW],220,569,473.525,146.582,132,698,252.598,137,104.99,2733.695
20240702B01,募集量（TSO別）[MW],164,462,1379,727,127,744,332,115,515,4565
20240702B01,応札量合計（電源属地別）[MW],283.2,569,465.635,0,127,872,255.326,100,515,3187.161
20240702B01,落札量合計（電源属地別）[MW],219.8,569,465.635,0,127,620,214,100,449,2764.435
20240702B01,応札件数（電源属地別）[件],5,3,7,0,1,5,3,6,3,33
20240702B01,落札件数（電源属地別）[件],4,3,7,0,1,3,3,6,3,30
20240702B01,最高落札価格（電源属地別）[円/kW・30分],19.5,3.37,0.34,0,0.34,0.34,1.39,3.18,7.74,19.5
20240702B01,最低落札価格（電源属地別）[円/kW・30分],1.21,1.1,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240702B01,平均落札価格（電源属地別）[円/kW・30分],3.02,2.48,0.34,0,0.34,0.34,0.85,1.39,5.85,1.96
20240702B01,最高落札価格（TSO別）[円/kW・30分],19.5,3.37,0.34,0.34,0.34,0.34,1.39,3.18,7.74,19.5
20240702B01,最低落札価格（TSO別）[円/kW・30分],1.21,1.1,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240702B01,平均落札価格（TSO別）[円/kW・30分],3.02,2.48,0.34,0.34,0.34,0.34,0.82,1.41,5.85,1.96
20240702B01,落札量合計（TSO別）[MW],219.8,569,353.635,112,123,598,253,87,449,2764.435
20240702B01,（内訳）自エリアからの落札量[MW],219.8,569,353.635,0,123,598,214,87,449,2613.435
20240702B02,募集量（TSO別）[MW],187,512,1314,695,123,736,338,113,469,4487
20240702B02,応札量合計（電源属地別）[MW],285.19,569,465.635,0,123,979,255.326,96,470.99,3244.141
20240702B02,落札量合計（電源属地別）[MW],223.8,569,465.635,0,123,667.09,208.91,96,456.99,2810.425
20240702B02,応札件数（電源属地別）[件],6,3,7,0,1,6,3,6,4,36
20240702B02,落札件数（電源属地別）[件],5,3,7,0,1,4,3,6,4,33
20240702B02,最高落札価格（電源属地別）[円/kW・30分],19.5,3.49,0.34,0,0.36,0.58,1.82,2.16,19.5,19.5
20240702B02,最低落札価格（電源属地別）[円/kW・30分],1.24,1.14,0.34,0,0.36,0.34,0.34,0.34,0.34,0.34
20240702B02,平均落札価格（電源属地別）[円/kW・30分],3.02,2.56,0.34,0,0.36,0.54,1.04,1.07,6.29,2.1
20240702B02,最高落札価格（TSO別）[円/kW・30分],19.5,3.49,0.34,0,0.36,0.58,1.82,2.16,19.5,19.5
20240702B02,最低落札価格（TSO別）[円/kW・30分],1.24,0.34,0.34,0,0.36,0.34,0.34,0.34,0.34,0.34
20240702B02,平均落札価格（TSO別）[円/kW・30分],3.02,2.45,0.34,0,0.36,0.54,0.98,1.07,6.29,2.1
20240702B02,落札量合計（TSO別）[MW],223.8,598,436.635,0,119,639,250,87,456.99,2810.425
20240702B02,（内訳）自エリアからの落札量[MW],223.8,569,436.635,0,119,635.1,208.91,87,456.99,2736.435
20240702B03,募集量（TSO別）[MW],212,659,1688,1027,187,1041,498,208,762,6282
20240702B03,応札量合計（電源属地別）[MW],260,507,550.904,0,165,1119.5,255.326,172,432,3461.73
20240702B03,落札量合計（電源属地別）[MW],238,507,550.904,0,165,1119.5,255.326,172,432,3439.73
20240702B03,応札件数（電源属地別）[件],3,3,8,0,1,8,3,7,4,37
20240702B03,落札件数（電源属地別）[件],3,3,8,0,1,8,3,7,4,37
20240702B03,最高落札価格（電源属地別）[円/kW・30分],5.42,2.97,6.36,0,0.34,11.35,1.66,2.1,14.56,14.56
20240702B03,最低落札価格（電源属地別）[円/kW・30分],1.3,1.13,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240702B03,平均落札価格（電源属地別）[円/kW・30分],2.8,2.13,1.39,0,0.34,2.45,1.09,0.93,7.61,2.63
20240702B03,最高落札価格（TSO別）[円/kW・30分],5.42,2.97,6.36,0,0.34,11.35,2.1,2.1,14.56,14.56
20240702B03,最低落札価格（TSO別）[円/kW・30分],1.3,1.13,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240702B03,平均落札価格（TSO別）[円/kW・30分],2.8,2.13,1.39,0,0.34,1.92,0.86,0.9,7.65,2.63
20240702B03,落札量合計（TSO別）[MW],238,507,550.904,0,155,849,423,150,566.826,3439.73
20240702B03,（内訳）自エリアからの落札量[MW],238,507,550.904,0,155,839,255.326,150,432,3127.23
20240702B04,募集量（TSO別）[MW],282,711,2231,1354,221,1248,467,296,982,7792
20240702B04,応札量合計（電源属地別）[MW],294.19,409,1183.595,0,165,979,255.326,255,162.99,3704.101
20240702B04,落札量合計（電源属地別）[MW],227,409,1183.595,0,165,979,255.326,255,162.99,3636.911
20240702B04,応札件数（電源属地別）[件],6,2,10,0,1,6,3,8,5,41
20240702B04,落札件数（電源属地別）[件],4,2,10,0,1,6,3,8,5,39
20240702B04,最高落札価格（電源属地別）[円/kW・30分],5.34,3.23,2.4,0,0.34,10.23,1.78,2.15,19.5,19.5
20240702B04,最低落札価格（電源属地別）[円/kW・30分],1.58,0.95,0.34,0,0.34,0.34,0.34,0.34,0.47,0.34
20240702B04,平均落札価格（電源属地別）[円/kW・30分],3.03,2.34,1.54,0,0.34,2.43,1.16,0.68,8.71,2.14
20240702B04,最高落札価格（TSO別）[円/kW・30分],5.34,3.23,2.4,0,0.34,7.8,1.78,2.15,19.5,19.5
20240702B04,最低落札価格（TSO別）[円/kW・30分],1.58,0.34,0.34,0,0.34,0.34,0.34,0.34,0.47,0.34
20240702B04,平均落札価格（TSO別）[円/kW・30分],3.03,1.96,1.57,0,0.34,1.36,1.16,0.68,8.85,2.14
20240702B04,落札量合計（TSO別）[MW],227,721,871.595,0,165,842,255.326,255,299.99,3636.911
20240702B04,（内訳）自エリアからの落札量[MW],227,409,871.595,0,165,842,255.326,255,162.99,3187.911
20240702B05,募集量（TSO別）[MW],271,873,2102,1243,192,1134,527,327,1088,7757
20240702B05,応札量合計（電源属地別）[MW],264.19,250,1467.873,0,165,979,178.458,280,103,3687.521
20240702B05,落札量合計（電源属地別）[MW],232,250,1467.873,0,165,979,178.458,280,103,3655.331
20240702B05,応札件数（電源属地別）[件],6,1,12,0,1,6,2,7,2,37
20240702B05,落札件数（電源属地別）[件],6,1,12,0,1,6,2,7,2,37
20240702B05,最高落札価格（電源属地別）[円/kW・30分],19.49,3.37,6.36,0,0.36,10.39,2.12,1.43,11.75,19.49
20240702B05,最低落札価格（電源属地別）[円/kW・30分],0.34,3.37,0.34,0,0.36,0.34,0.36,0.34,6.52,0.34
20240702B05,平均落札価格（電源属地別）[円/kW・30分],3.66,3.37,1.98,0,0.36,2.58,1.79,0.59,8.4,2.33
20240702B05,最高落札価格（TSO別）[円/kW・30分],19.49,3.37,6.36,0,0.36,7.91,7.91,1.43,11.75,19.49
20240702B05,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.36,0.34,0.36,0.34,0.53,0.34
20240702B05,平均落札価格（TSO別）[円/kW・30分],3.66,2.41,2.02,0,0.36,1.01,3.38,0.59,6.8,2.33
20240702B05,落札量合計（TSO別）[MW],232,690,1027.873,0,165,697.23,241.228,280,322,3655.331
20240702B05,（内訳）自エリアからの落札量[MW],232,250,1027.873,0,165,697.23,178.458,280,103,2933.561
20240702B06,募集量（TSO別）[MW],223,803,2054,1027,169,1068,484,342,895,7065
20240702B06,応札量合計（電源属地別）[MW],274.2,150,732.178,248.556,165,910,110.576,301,103,2994.51
20240702B06,落札量合計（電源属地別）[MW],223.8,150,732.178,248.556,165,910,110.576,301,103,2944.11
20240702B06,応札件数（電源属地別）[件],5,1,8,1,1,5,2,7,2,32
20240702B06,落札件数（電源属地別）[件],5,1,8,1,1,5,2,7,2,32
20240702B06,最高落札価格（電源属地別）[円/kW・30分],19.5,1.7,2.4,1.63,2.81,5.89,1.96,4.77,5.16,19.5
20240702B06,最低落札価格（電源属地別）[円/kW・30分],0.34,1.7,0.34,1.63,2.81,2.74,1.75,0.34,1.8,0.34
20240702B06,平均落札価格（電源属地別）[円/kW・30分],2.38,1.7,1.77,1.63,2.81,3.54,1.9,1.42,3.01,2.42
20240702B06,最高落札価格（TSO別）[円/kW・30分],19.5,2.4,2.4,1.63,2.81,5.89,5.89,4.77,5.89,19.5
20240702B06,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,2.81,2.74,1.75,0.34,1.8,0.34
20240702B06,平均落札価格（TSO別）[円/kW・30分],2.38,1.54,1.99,1.49,2.81,3.19,2.71,1.42,3.84,2.42
20240702B06,落札量合計（TSO別）[MW],223.8,310.136,522.7,297.898,126,579.4,211.331,301,371.845,2944.11
20240702B06,（内訳）自エリアからの落札量[MW],223.8,150,522.7,248.556,126,579.4,110.576,301,103,2365.032
20240702B07,募集量（TSO別）[MW],234,593,1824,884,139,910,354,201,704,5843
20240702B07,応札量合計（電源属地別）[MW],278.19,207,449.522,248.556,139,847.5,356.45,190,104.99,2821.208
20240702B07,落札量合計（電源属地別）[MW],222.8,207,449.522,248.556,139,847.5,356.45,190,104.99,2765.818
20240702B07,応札件数（電源属地別）[件],6,1,9,1,1,5,6,5,3,37
20240702B07,落札件数（電源属地別）[件],4,1,9,1,1,5,6,5,3,35
20240702B07,最高落札価格（電源属地別）[円/kW・30分],19.5,0.34,7.21,1.2,3.49,4.31,5.61,7.52,19.5,19.5
20240702B07,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,1.2,3.49,4.05,3.17,0.34,1.26,0.34
20240702B07,平均落札価格（電源属地別）[円/kW・30分],2.25,0.34,1.64,1.2,3.49,4.27,4.21,1.83,2.43,2.82
20240702B07,最高落札価格（TSO別）[円/kW・30分],19.5,0.34,7.21,1.2,3.49,5.61,5.61,7.52,19.5,19.5
20240702B07,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,3.49,3.17,3.17,0.34,1.26,0.34
20240702B07,平均落札価格（TSO別）[円/kW・30分],2.25,0.34,1.73,1.19,3.49,4.31,4.06,1.83,3.52,2.82
20240702B07,落札量合計（TSO別）[MW],222.8,230.554,422.7,251.824,131,746.95,318,190,251.99,2765.818
20240702B07,（内訳）自エリアからの落札量[MW],222.8,207,422.7,248.556,131,700.935,318,190,104.99,2545.981
20240702B08,募集量（TSO別）[MW],214,546,1602,804,141,868,352,157,650,5334
20240702B08,応札量合計（電源属地別）[MW],280.4,569,541.091,182.43,141,979,255.326,137,104.99,3190.237
20240702B08,落札量合計（電源属地別）[MW],220,569,541.091,182.43,141,979,255.326,137,104.99,3129.837
20240702B08,応札件数（電源属地別）[件],4,3,8,1,1,6,3,6,3,35
20240702B08,落札件数（電源属地別）[件],3,3,8,1,1,6,3,6,3,34
20240702B08,最高落札価格（電源属地別）[円/kW・30分],4.93,2.02,1.58,0.44,0.88,6.81,2.96,1.13,19.5,19.5
20240702B08,最低落札価格（電源属地別）[円/kW・30分],0.34,0.71,0.34,0.44,0.88,1.74,0.73,0.34,5.39,0.34
20240702B08,平均落札価格（電源属地別）[円/kW・30分],2.16,1.52,0.53,0.44,0.88,2.3,2.04,0.55,7.38,1.74
20240702B08,最高落札価格（TSO別）[円/kW・30分],4.93,2.02,1.58,0.44,0.88,6.81,2.96,1.13,19.5,19.5
20240702B08,最低落札価格（TSO別）[円/kW・30分],0.34,0.71,0.34,0.34,0.88,0.88,0.73,0.34,0.73,0.34
20240702B08,平均落札価格（TSO別）[円/kW・30分],2.16,1.52,0.57,0.41,0.88,2.41,2.04,0.55,3.59,1.74
20240702B08,落札量合計（TSO別）[MW],220,569,455.7,267.821,132,707,291,137,350.316,3129.837
20240702B08,（内訳）自エリアからの落札量[MW],220,569,455.7,182.43,132,700,235.569,137,104.99,2736.689
20240703B01,募集量（TSO別）[MW],164,462,1379,727,127,744,332,115,515,4565
20240703B01,応札量合計（電源属地別）[MW],283.2,569,490.624,0,127,872,255.326,100,515,3212.15
20240703B01,落札量合計（電源属地別）[MW],219.8,569,490.624,0,127,620,214,100,449,2789.424
20240703B01,応札件数（電源属地別）[件],5,3,7,0,1,5,3,6,3,33
20240703B01,落札件数（電源属地別）[件],4,3,7,0,1,3,3,6,3,30
20240703B01,最高落札価格（電源属地別）[円/kW・30分],19.5,3.36,0.34,0,0.34,0.34,1.48,2.84,7.74,19.5
20240703B01,最低落札価格（電源属地別）[円/kW・30分],1.21,1.1,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240703B01,平均落札価格（電源属地別）[円/kW・30分],3.02,2.47,0.34,0,0.34,0.34,0.89,1.24,5.85,1.95
20240703B01,最高落札価格（TSO別）[円/kW・30分],19.5,3.36,0.34,0.34,0.34,0.34,1.48,2.84,7.74,19.5
20240703B01,最低落札価格（TSO別）[円/kW・30分],1.21,1.1,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240703B01,平均落札価格（TSO別）[円/kW・30分],3.02,2.47,0.34,0.34,0.34,0.34,0.85,1.24,5.85,1.95
20240703B01,落札量合計（TSO別）[MW],219.8,569,378.624,112,123,598,253,87,449,2789.424
20240703B01,（内訳）自エリアからの落札量[MW],219.8,569,378.624,0,123,594,214,87,449,2634.424
20240703B02,募集量（TSO別）[MW],187,512,1314,695,123,736,338,113,469,4487
20240703B02,応札量合計（電源属地別）[MW],285.19,569,490.624,0,123,979,255.326,96,470.99,3269.13
20240703B02,落札量合計（電源属地別）[MW],223.8,569,490.624,0,123,667.09,208.91,96,456.99,2835.414
20240703B02,応札件数（電源属地別）[件],6,3,7,0,1,6,3,6,4,36
20240703B02,落札件数（電源属地別）[件],5,3,7,0,1,4,3,6,4,33
20240703B02,最高落札価格（電源属地別）[円/kW・30分],19.5,3.54,0.34,0,0.36,0.34,1.87,1.83,19.5,19.5
20240703B02,最低落札価格（電源属地別）[円/kW・30分],1.24,1.16,0.34,0,0.36,0.34,0.34,0.34,0.34,0.34
20240703B02,平均落札価格（電源属地別）[円/kW・30分],3.02,2.6,0.34,0,0.36,0.34,1.06,0.96,6.29,2.04
20240703B02,最高落札価格（TSO別）[円/kW・30分],19.5,3.54,0.34,0,0.36,0.34,1.87,1.83,19.5,19.5
20240703B02,最低落札価格（TSO別）[円/kW・30分],1.24,0.34,0.34,0,0.36,0.34,0.34,0.34,0.34,0.34
20240703B02,平均落札価格（TSO別）[円/kW・30分],3.02,2.49,0.34,0,0.36,0.34,0.97,0.95,6.29,2.04
20240703B02,落札量合計（TSO別）[MW],223.8,598,461.624,0,119,639,250,87,456.99,2835.414
20240703B02,（内訳）自エリアからの落札量[MW],223.8,569,461.624,0,119,639,208.91,87,456.99,2765.324
20240703B03,募集量（TSO別）[MW],212,659,1688,1027,187,1041,498,208,762,6282
20240703B03,応札量合計（電源属地別）[MW],260,564,575.058,0,165,1119.5,255.326,172,432,3542.884
20240703B03,落札量合計（電源属地別）[MW],238,564,575.058,0,165,1119.5,255.326,172,432,3520.884
20240703B03,応札件数（電源属地別）[件],3,3,8,0,1,8,3,7,4,37
20240703B03,落札件数（電源属地別）[件],3,3,8,0,1,8,3,7,4,37
20240703B03,最高落札価格（電源属地別）[円/kW・30分],5.42,3.08,6.36,0,0.34,11.53,1.54,2.45,14.56,14.56
20240703B03,最低落札価格（電源属地別）[円/kW・30分],1.32,0.96,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240703B03,平均落札価格（電源属地別）[円/kW・30分],2.81,1.91,1.35,0,0.34,2.41,1.02,0.93,7.61,2.55
20240703B03,最高落札価格（TSO別）[円/kW・30分],5.42,3.08,6.36,0,0.34,11.53,8.78,2.45,14.56,14.56
20240703B03,最低落札価格（TSO別）[円/kW・30分],1.32,0.96,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240703B03,平均落札価格（TSO別）[円/kW・30分],2.81,1.91,1.35,0,0.34,1.42,1.69,0.88,7.69,2.55
20240703B03,落札量合計（TSO別）[MW],238,564,575.058,0,155,849,423,150,566.826,3520.884
