H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202410,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20241001B04,平均落札価格（電源属地別）[円/kW・30分],10.34,4.43,8.46,0,2.14,3.97,3.07,0.76,4.28,4.97
20241001B04,最高落札価格（TSO別）[円/kW・30分],16.37,9.24,9.24,0,2.58,8.97,8.97,4.37,4.61,16.37
20241001B04,最低落札価格（TSO別）[円/kW・30分],1.55,1.87,1.53,0,1.95,0.96,1.5,0.34,1.51,0.34
20241001B04,平均落札価格（TSO別）[円/kW・30分],10.34,5.89,8.21,0,2.13,3.58,3.65,0.72,4.28,4.97
20241001B04,落札量合計（TSO別）[MW],226.99,574.1,562.9,0,241,557.415,302.903,302,606,3373.308
20241001B04,（内訳）自エリアからの落札量[MW],226.99,400,562.9,0,241,531.415,251.318,302,606,3121.623
20241001B05,募集量（TSO別）[MW],315,929,2026,768,218,1052,493,380,925,7106
20241001B05,応札量合計（電源属地別）[MW],302.99,250,484,0,218,566,144.242,337,100,2402.232
20241001B05,落札量合計（電源属地別）[MW],245.99,250,484,0,218,566,144.242,337,100,2345.232
20241001B05,応札件数（電源属地別）[件],4,1,4,0,2,4,3,5,2,25
20241001B05,落札件数（電源属地別）[件],4,1,4,0,2,4,3,5,2,25
20241001B05,最高落札価格（電源属地別）[円/kW・30分],7.07,4.1,9.24,0,3.63,7.59,2.26,1.63,4.65,9.24
20241001B05,最低落札価格（電源属地別）[円/kW・30分],2.51,4.1,5.44,0,3,1.5,2.08,0.34,0.73,0.34
20241001B05,平均落札価格（電源属地別）[円/kW・30分],4.99,4.1,8.54,0,3.17,3.84,2.2,0.57,3.59,4.32
20241001B05,最高落札価格（TSO別）[円/kW・30分],7.07,4.1,9.24,0,3.63,7.59,7.59,1.63,7.59,9.24
20241001B05,最低落札価格（TSO別）[円/kW・30分],2.51,4.1,5.44,0,3,1.5,1.6,0.34,0.73,0.34
20241001B05,平均落札価格（TSO別）[円/kW・30分],4.99,4.1,8.54,0,3.16,3.61,2.88,0.57,4.15,4.32
20241001B05,落札量合計（TSO別）[MW],245.99,250,484,0,201,446.145,222.097,337,159,2345.232
20241001B05,（内訳）自エリアからの落札量[MW],245.99,250,484,0,201,436.8,144.242,337,100,2199.032
20241001B06,募集量（TSO別）[MW],249,820,1452,462,166,949,465,285,781,5629
20241001B06,応札量合計（電源属地別）[MW],283,310.516,48.1,0,166,566,222.616,109,100,1805.232
20241001B06,落札量合計（電源属地別）[MW],234,310.516,48.1,0,166,566,222.616,109,100,1756.232
20241001B06,応札件数（電源属地別）[件],3,3,1,0,1,4,4,5,2,23
20241001B06,落札件数（電源属地別）[件],3,3,1,0,1,4,4,5,2,23
20241001B06,最高落札価格（電源属地別）[円/kW・30分],11.61,19,9.24,0,10.46,9.97,7.46,8.67,6.22,19
20241001B06,最低落札価格（電源属地別）[円/kW・30分],0.74,5.18,9.24,0,10.46,5.58,5.33,0.34,5.65,0.34
20241001B06,平均落札価格（電源属地別）[円/kW・30分],2.96,5.73,9.24,0,10.46,7.33,6.81,3.72,6.07,6.45
20241001B06,最高落札価格（TSO別）[円/kW・30分],11.61,19,9.24,0,10.46,10.46,10.46,8.67,6.22,19
20241001B06,最低落札価格（TSO別）[円/kW・30分],0.74,5.18,9.24,0,10.46,5.58,5.33,0.34,5.65,0.34
20241001B06,平均落札価格（TSO別）[円/kW・30分],2.96,5.73,9.24,0,10.46,7.26,7.62,4.41,6.07,6.45
20241001B06,落札量合計（TSO別）[MW],234,310.516,48.1,0,147,441.8,301.816,173,100,1756.232
20241001B06,（内訳）自エリアからの落札量[MW],234,310.516,48.1,0,147,430.8,222.616,109,100,1602.032
20241001B07,募集量（TSO別）[MW],233,552,1256,447,132,874,367,158,595,4614
20241001B07,応札量合計（電源属地別）[MW],280.99,450,89.1,0,132,566,504.137,97,100,2219.227
20241001B07,落札量合計（電源属地別）[MW],229.99,450,89.1,0,132,566,504.137,97,100,2168.227
20241001B07,応札件数（電源属地別）[件],4,3,1,0,1,4,6,5,2,26
20241001B07,落札件数（電源属地別）[件],4,3,1,0,1,4,6,5,2,26
20241001B07,最高落札価格（電源属地別）[円/kW・30分],7.81,3.94,4.23,0,5.59,9.31,6.76,5.2,5.24,9.31
20241001B07,最低落札価格（電源属地別）[円/kW・30分],1.69,2.64,4.23,0,5.59,4.84,4.55,0.34,4.67,0.34
20241001B07,平均落札価格（電源属地別）[円/kW・30分],3.73,3.16,4.23,0,5.59,6.62,6.07,2.23,5.09,5.04
20241001B07,最高落札価格（TSO別）[円/kW・30分],7.81,3.94,4.23,0,5.59,9.31,6.76,9.31,9.31,9.31
20241001B07,最低落札価格（TSO別）[円/kW・30分],1.69,2.64,4.23,0,5.59,4.69,4.55,0.34,4.67,0.34
20241001B07,平均落札価格（TSO別）[円/kW・30分],3.73,3.16,4.23,0,5.59,6.35,5.87,3.97,6.34,5.04
20241001B07,落札量合計（TSO別）[MW],229.99,450,89.1,0,114,614.446,324,155.691,191,2168.227
20241001B07,（内訳）自エリアからの落札量[MW],229.99,450,89.1,0,114,464,324,97,100,1868.09
20241001B08,募集量（TSO別）[MW],229,539,1495,460,134,837,352,148,564,4758
20241001B08,応札量合計（電源属地別）[MW],309.99,550,74.9,0,134,766,575.117,75,100,2585.007
20241001B08,落札量合計（電源属地別）[MW],253,550,74.9,0,134,766,575.117,75,100,2528.017
20241001B08,応札件数（電源属地別）[件],4,3,1,0,1,5,7,3,2,26
20241001B08,落札件数（電源属地別）[件],4,3,1,0,1,5,7,3,2,26
20241001B08,最高落札価格（電源属地別）[円/kW・30分],5.71,3.43,1.53,0,1.83,7.02,3.51,2.84,1.65,7.02
20241001B08,最低落札価格（電源属地別）[円/kW・30分],2.19,1.67,1.53,0,1.83,0.34,1.33,0.34,1.15,0.34
20241001B08,平均落札価格（電源属地別）[円/kW・30分],4.47,2.49,1.53,0,1.83,2.73,2.84,1.18,1.52,2.7
20241001B08,最高落札価格（TSO別）[円/kW・30分],5.71,3.43,1.53,0,1.83,7.02,3.51,7.02,7.02,7.02
20241001B08,最低落札価格（TSO別）[円/kW・30分],2.19,1.67,1.53,0,1.83,0.34,1.33,0.34,1.15,0.34
20241001B08,平均落札価格（TSO別）[円/kW・30分],4.47,2.49,1.53,0,1.83,2.57,2.68,2.27,2.7,2.7
20241001B08,落札量合計（TSO別）[MW],253,550,74.9,0,116,689,296,122,427.117,2528.017
20241001B08,（内訳）自エリアからの落札量[MW],253,550,74.9,0,116,669.769,296,75,100,2134.669
20241002B01,募集量（TSO別）[MW],208,474,1259,433,150,775,338,128,462,4227
20241002B01,応札量合計（電源属地別）[MW],291.99,550,229.9,0,150,566,575.117,75,462,2900.007
20241002B01,落札量合計（電源属地別）[MW],224,550,229.9,0,150,519.504,405.496,73,428,2579.9
20241002B01,応札件数（電源属地別）[件],4,3,4,0,1,4,7,3,3,29
20241002B01,落札件数（電源属地別）[件],4,3,4,0,1,4,7,3,3,29
20241002B01,最高落札価格（電源属地別）[円/kW・30分],19.5,4.09,5.44,0,1.09,6.73,2.08,2.55,5.14,19.5
20241002B01,最低落札価格（電源属地別）[円/kW・30分],2.48,1.14,0.73,0,1.09,0.34,0.34,0.34,1.25,0.34
20241002B01,平均落札価格（電源属地別）[円/kW・30分],4.89,2.89,3.02,0,1.09,3.07,1.44,1.17,4.73,3.03
20241002B01,最高落札価格（TSO別）[円/kW・30分],19.5,4.09,5.44,0,1.09,6.73,2.08,6.73,6.73,19.5
20241002B01,最低落札価格（TSO別）[円/kW・30分],2.48,1.14,0.73,0,1.09,0.34,0.34,0.34,1.25,0.34
20241002B01,平均落札価格（TSO別）[円/kW・30分],4.89,2.89,3.02,0,1.09,2.65,1.26,1.89,4.74,3.03
20241002B01,落札量合計（TSO別）[MW],224,550,229.9,0,129,659,244,113,431,2579.9
20241002B01,（内訳）自エリアからの落札量[MW],224,550,229.9,0,129,503.504,244,73,428,2381.404
20241002B02,募集量（TSO別）[MW],192,476,1217,426,151,777,338,131,493,4201
20241002B02,応札量合計（電源属地別）[MW],291.99,550,457.8,0,151,566,575.117,75,418,3084.907
20241002B02,落札量合計（電源属地別）[MW],230,550,457.8,0,151,563.735,414.265,73,418,2857.8
20241002B02,応札件数（電源属地別）[件],4,3,5,0,1,4,7,3,2,29
20241002B02,落札件数（電源属地別）[件],4,3,5,0,1,4,7,3,2,29
20241002B02,最高落札価格（電源属地別）[円/kW・30分],6.38,4.43,9.24,0,0.83,6.45,2.08,2.28,5.4,9.24
20241002B02,最低落札価格（電源属地別）[円/kW・30分],2.47,0.9,0.67,0,0.83,0.34,0.34,0.34,4.9,0.34
20241002B02,平均落札価格（電源属地別）[円/kW・30分],4.76,3.07,6.85,0,0.83,2.75,1.41,1.15,4.99,3.62
20241002B02,最高落札価格（TSO別）[円/kW・30分],6.38,4.43,9.24,0,0.83,6.45,2.08,6.45,6.45,9.24
20241002B02,最低落札価格（TSO別）[円/kW・30分],2.47,0.9,0.67,0,0.83,0.34,0.34,0.34,1.56,0.34
20241002B02,平均落札価格（TSO別）[円/kW・30分],4.76,3.07,6.85,0,0.83,2.34,1.26,1.91,4.99,3.62
20241002B02,落札量合計（TSO別）[MW],230,550,457.8,0,140,654,269,110,447,2857.8
20241002B02,（内訳）自エリアからの落札量[MW],230,550,457.8,0,140,529.504,269,73,418,2667.304
20241002B03,募集量（TSO別）[MW],274,989,1719,578,192,905,531,194,827,6209
20241002B03,応札量合計（電源属地別）[MW],331,550,662.4,0,192,566,288.992,114,418,3122.392
20241002B03,落札量合計（電源属地別）[MW],258,550,662.4,0,192,566,288.992,114,418,3049.392
20241002B03,応札件数（電源属地別）[件],3,3,5,0,2,4,4,6,2,29
20241002B03,落札件数（電源属地別）[件],3,3,5,0,2,4,4,6,2,29
20241002B03,最高落札価格（電源属地別）[円/kW・30分],7,4.92,9.24,0,1.77,6.33,2.77,5.79,4.82,9.24
20241002B03,最低落札価格（電源属地別）[円/kW・30分],2.51,0.46,1.53,0,1.14,0.34,0.69,0.34,4.54,0.34
20241002B03,平均落札価格（電源属地別）[円/kW・30分],4.84,3.05,7.86,0,1.34,2.69,1.78,1.24,4.59,4.09
20241002B03,最高落札価格（TSO別）[円/kW・30分],7,4.92,9.24,9.24,1.77,6.33,6.33,6.33,4.82,9.24
20241002B03,最低落札価格（TSO別）[円/kW・30分],2.51,0.46,1.53,9.24,1.14,0.34,0.69,0.34,0.34,0.34
20241002B03,平均落札価格（TSO別）[円/kW・30分],4.84,3.05,7.68,9.24,1.25,2.52,2.39,2,3.81,4.09
20241002B03,落札量合計（TSO別）[MW],258,550,589.3,73.1,137,433.8,373.597,123,511.595,3049.392
20241002B03,（内訳）自エリアからの落札量[MW],258,550,589.3,0,137,403.405,288.992,86,418,2730.697
20241002B04,募集量（TSO別）[MW],336,803,2166,768,267,1119,589,336,960,7344
20241002B04,応札量合計（電源属地別）[MW],226.99,400,737,0,267,566,288.992,319,457,3261.982
20241002B04,落札量合計（電源属地別）[MW],226.99,400,737,0,267,566,288.992,319,457,3261.982
20241002B04,応札件数（電源属地別）[件],4,2,5,0,2,4,4,7,3,31
20241002B04,落札件数（電源属地別）[件],4,2,5,0,2,4,4,7,3,31
20241002B04,最高落札価格（電源属地別）[円/kW・30分],9.06,4.24,9.24,0,2.58,5.68,4.25,3.15,4.61,9.24
20241002B04,最低落札価格（電源属地別）[円/kW・30分],1.56,0.95,1.53,0,1.95,0.96,2.12,0.34,1.51,0.34
20241002B04,平均落札価格（電源属地別）[円/kW・30分],7.61,3.01,8.46,0,2.14,2.84,3.24,0.69,4.19,4.42
20241002B04,最高落札価格（TSO別）[円/kW・30分],9.06,4.24,9.24,9.24,2.58,5.68,5.68,3.15,4.61,9.24
20241002B04,最低落札価格（TSO別）[円/kW・30分],1.56,0.95,1.53,9.24,1.95,0.96,1.21,0.34,0.34,0.34
20241002B04,平均落札価格（TSO別）[円/kW・30分],7.61,3.01,8.32,9.24,2.16,3,3.17,0.66,3.76,4.42
20241002B04,落札量合計（TSO別）[MW],226.99,400,627,110,241,522.4,310.992,297.6,526,3261.982
20241002B04,（内訳）自エリアからの落札量[MW],226.99,400,627,0,241,496.4,288.992,297.6,457,3034.982
20241002B05,募集量（TSO別）[MW],315,929,2026,768,218,1052,493,380,925,7106
20241002B05,応札量合計（電源属地別）[MW],226.99,250,394.6,0,218,566,169.969,337,100,2262.559
20241002B05,落札量合計（電源属地別）[MW],226.99,250,394.6,0,218,566,169.969,337,100,2262.559
20241002B05,応札件数（電源属地別）[件],4,1,3,0,2,4,4,7,2,27
20241002B05,落札件数（電源属地別）[件],4,1,3,0,2,4,4,7,2,27
20241002B05,最高落札価格（電源属地別）[円/kW・30分],8.53,2.52,9.24,0,3.63,6.33,4.18,2.16,4.65,9.24
20241002B05,最低落札価格（電源属地別）[円/kW・30分],1.43,2.52,9.24,0,3,1.5,2.06,0.34,0.73,0.34
20241002B05,平均落札価格（電源属地別）[円/kW・30分],7.41,2.52,9.24,0,3.17,3.42,2.5,0.65,3.59,4.24
20241002B05,最高落札価格（TSO別）[円/kW・30分],8.53,2.52,9.24,0,3.63,6.33,6.33,2.16,4.65,9.24
20241002B05,最低落札価格（TSO別）[円/kW・30分],1.43,2.52,9.24,0,3,1.5,2.06,0.34,0.73,0.34
20241002B05,平均落札価格（TSO別）[円/kW・30分],7.41,2.52,9.24,0,3.19,3.32,3.4,0.65,2.85,4.24
20241002B05,落札量合計（TSO別）[MW],226.99,250,394.6,0,201,471.872,222.097,337,159,2262.559
20241002B05,（内訳）自エリアからの落札量[MW],226.99,250,394.6,0,201,454.872,169.969,337,100,2134.431
20241002B06,募集量（TSO別）[MW],249,820,1452,462,166,949,465,285,781,5629
20241002B06,応札量合計（電源属地別）[MW],283,310.516,48.1,0,166,566,283.659,109,100,1866.275
20241002B06,落札量合計（電源属地別）[MW],234,310.516,48.1,0,166,566,283.659,109,100,1817.275
20241002B06,応札件数（電源属地別）[件],3,3,1,0,1,4,4,5,2,23
20241002B06,落札件数（電源属地別）[件],3,3,1,0,1,4,4,5,2,23
20241002B06,最高落札価格（電源属地別）[円/kW・30分],11.62,19,9.24,0,10.46,9.67,6.66,8.29,6.22,19
20241002B06,最低落札価格（電源属地別）[円/kW・30分],0.74,5.94,9.24,0,10.46,5.58,4.53,0.34,5.65,0.34
20241002B06,平均落札価格（電源属地別）[円/kW・30分],2.96,6.46,9.24,0,10.46,7.21,6.06,3.56,6.07,6.43
20241002B06,最高落札価格（TSO別）[円/kW・30分],11.62,19,9.24,0,10.46,10.46,10.46,9.67,6.22,19
20241002B06,最低落札価格（TSO別）[円/kW・30分],0.74,5.94,9.24,0,10.46,5.58,4.53,0.34,5.65,0.34
20241002B06,平均落札価格（TSO別）[円/kW・30分],2.96,6.46,9.24,0,10.46,7.15,6.58,4.89,6.07,6.43
20241002B06,落札量合計（TSO別）[MW],234,310.516,48.1,0,147,441.8,362.859,173,100,1817.275
20241002B06,（内訳）自エリアからの落札量[MW],234,310.516,48.1,0,147,430.8,283.659,109,100,1663.075
20241002B07,募集量（TSO別）[MW],233,552,1256,447,132,874,367,158,595,4614
20241002B07,応札量合計（電源属地別）[MW],280.99,450,85.5,0,132,566,354.639,75,100,2044.129
20241002B07,落札量合計（電源属地別）[MW],229.99,450,85.5,0,132,566,354.639,75,100,1993.129
20241002B07,応札件数（電源属地別）[件],4,3,1,0,1,4,5,3,2,23
20241002B07,落札件数（電源属地別）[件],4,3,1,0,1,4,5,3,2,23
20241002B07,最高落札価格（電源属地別）[円/kW・30分],7.74,4.16,4.43,0,5.59,8.79,6.32,4.62,5.24,8.79
20241002B07,最低落札価格（電源属地別）[円/kW・30分],1.69,2.7,4.43,0,5.59,4.84,4.19,0.34,4.67,0.34
20241002B07,平均落札価格（電源属地別）[円/kW・30分],3.72,3.32,4.43,0,5.59,6.42,5.75,1.31,5.09,4.89
20241002B07,最高落札価格（TSO別）[円/kW・30分],7.74,4.16,4.43,0,5.59,8.79,6.32,8.79,8.79,8.79
20241002B07,最低落札価格（TSO別）[円/kW・30分],1.69,2.7,4.43,0,5.59,4.19,4.19,0.34,4.67,0.34
20241002B07,平均落札価格（TSO別）[円/kW・30分],3.72,3.32,4.43,0,5.59,6.13,5.81,2.44,6.15,4.89
20241002B07,落札量合計（TSO別）[MW],229.99,450,85.5,0,114,488.694,324,94,206.945,1993.129
20241002B07,（内訳）自エリアからの落札量[MW],229.99,450,85.5,0,114,464,324,75,100,1842.49
20241002B08,募集量（TSO別）[MW],229,539,1495,460,134,837,352,148,564,4758
20241002B08,応札量合計（電源属地別）[MW],309.99,550,74.9,0,134,766,575.117,75,100,2585.007
20241002B08,落札量合計（電源属地別）[MW],253,550,74.9,0,134,766,575.117,75,100,2528.017
20241002B08,応札件数（電源属地別）[件],4,3,1,0,1,5,7,3,2,26
20241002B08,落札件数（電源属地別）[件],4,3,1,0,1,5,7,3,2,26
20241002B08,最高落札価格（電源属地別）[円/kW・30分],5.71,3.38,1.53,0,1.83,6.62,3.24,2.45,1.65,6.62
20241002B08,最低落札価格（電源属地別）[円/kW・30分],2.19,1.66,1.53,0,1.83,0.34,1.13,0.34,1.15,0.34
20241002B08,平均落札価格（電源属地別）[円/kW・30分],4.47,2.47,1.53,0,1.83,2.61,2.59,1.16,1.52,2.6
20241002B08,最高落札価格（TSO別）[円/kW・30分],5.71,3.38,1.53,0,1.83,6.62,3.24,3.16,6.62,6.62
20241002B08,最低落札価格（TSO別）[円/kW・30分],2.19,1.66,1.53,0,1.83,0.34,1.13,0.34,1.13,0.34
20241002B08,平均落札価格（TSO別）[円/kW・30分],4.47,2.47,1.53,0,1.83,2.24,2.41,1.23,3.04,2.6
20241002B08,落札量合計（TSO別）[MW],253,550,74.9,0,116,689,296,90.117,459,2528.017
20241002B08,（内訳）自エリアからの落札量[MW],253,550,74.9,0,116,669.769,296,75,100,2134.669
20241003B01,募集量（TSO別）[MW],208,474,1259,433,150,775,338,128,462,4227
20241003B01,応札量合計（電源属地別）[MW],291.99,550,229.9,0,150,566,575.117,75,462,2900.007
20241003B01,落札量合計（電源属地別）[MW],224,550,229.9,0,150,516.504,408.496,73,428,2579.9
20241003B01,応札件数（電源属地別）[件],4,3,4,0,1,4,7,3,3,29
20241003B01,落札件数（電源属地別）[件],4,3,4,0,1,4,7,3,3,29
20241003B01,最高落札価格（電源属地別）[円/kW・30分],6.33,4.15,5.44,0,1.09,6.64,1.85,2.46,5.14,6.64
20241003B01,最低落札価格（電源属地別）[円/kW・30分],2.48,1.09,0.83,0,1.09,0.34,0.34,0.34,1.25,0.34
20241003B01,平均落札価格（電源属地別）[円/kW・30分],4.78,2.92,3.05,0,1.09,3.05,1.26,1.16,4.73,3
20241003B01,最高落札価格（TSO別）[円/kW・30分],6.33,4.15,5.44,0,1.09,6.64,1.85,6.64,5.14,6.64
20241003B01,最低落札価格（TSO別）[円/kW・30分],2.48,1.09,0.83,0,1.09,0.34,0.34,0.34,1.25,0.34
20241003B01,平均落札価格（TSO別）[円/kW・30分],4.78,2.92,3.05,0,1.09,2.6,1.1,1.84,4.7,3
20241003B01,落札量合計（TSO別）[MW],224,550,229.9,0,129,659,244,113,431,2579.9
20241003B01,（内訳）自エリアからの落札量[MW],224,550,229.9,0,129,503.504,244,73,428,2381.404
20241003B02,募集量（TSO別）[MW],192,476,1217,426,151,777,338,131,493,4201
20241003B02,応札量合計（電源属地別）[MW],291.99,550,632.3,0,151,566,575.117,75,418,3259.407
20241003B02,落札量合計（電源属地別）[MW],230,550,632.3,0,151,563.735,414.265,73,418,3032.3
20241003B02,応札件数（電源属地別）[件],4,3,6,0,1,4,7,3,2,30
20241003B02,落札件数（電源属地別）[件],4,3,6,0,1,4,7,3,2,30
20241003B02,最高落札価格（電源属地別）[円/kW・30分],19.5,4.47,9.2,0,0.83,6.41,1.88,2.23,5.4,19.5
20241003B02,最低落札価格（電源属地別）[円/kW・30分],2.47,0.87,0.75,0,0.83,0.34,0.34,0.34,4.9,0.34
20241003B02,平均落札価格（電源属地別）[円/kW・30分],4.9,3.09,6.49,0,0.83,2.73,1.27,1.15,4.99,3.72
20241003B02,最高落札価格（TSO別）[円/kW・30分],19.5,4.47,9.2,0,0.83,6.41,1.88,6.41,6.41,19.5
20241003B02,最低落札価格（TSO別）[円/kW・30分],2.47,0.87,0.75,0,0.83,0.34,0.34,0.34,1.37,0.34
20241003B02,平均落札価格（TSO別）[円/kW・30分],4.9,3.09,6.49,0,0.83,2.3,1.14,1.87,4.98,3.72
20241003B02,落札量合計（TSO別）[MW],230,550,632.3,0,140,654,269,110,447,3032.3
20241003B02,（内訳）自エリアからの落札量[MW],230,550,632.3,0,140,529.504,269,73,418,2841.804
20241003B03,募集量（TSO別）[MW],274,989,1719,578,192,905,531,194,827,6209
20241003B03,応札量合計（電源属地別）[MW],331,550,789.4,0,192,566,288.992,114,418,3249.392
20241003B03,落札量合計（電源属地別）[MW],258,550,789.4,0,192,566,288.992,114,418,3176.392
20241003B03,応札件数（電源属地別）[件],3,3,5,0,2,4,4,6,2,29
20241003B03,落札件数（電源属地別）[件],3,3,5,0,2,4,4,6,2,29
20241003B03,最高落札価格（電源属地別）[円/kW・30分],7,4.77,9.2,0,1.77,6.37,2.63,5.15,4.82,9.2
20241003B03,最低落札価格（電源属地別）[円/kW・30分],2.51,0.56,1.53,0,1.14,0.34,0.63,0.34,4.54,0.34
20241003B03,平均落札価格（電源属地別）[円/kW・30分],4.84,2.99,7.01,0,1.34,2.71,1.67,1.2,4.59,4.01
20241003B03,最高落札価格（TSO別）[円/kW・30分],7,7.78,9.2,0,1.77,6.37,6.37,6.37,4.82,9.2
20241003B03,最低落札価格（TSO別）[円/kW・30分],2.51,0.56,1.53,0,1.14,0.34,0.63,0.34,0.34,0.34
20241003B03,平均落札価格（TSO別）[円/kW・30分],4.84,4.2,6.77,0,1.3,2.47,2.3,1.97,3.86,4.01
20241003B03,落札量合計（TSO別）[MW],258,736,603.4,0,137,433.8,373.597,123,511.595,3176.392
20241003B03,（内訳）自エリアからの落札量[MW],258,550,603.4,0,137,432.4,288.992,86,418,2773.792
20241003B04,募集量（TSO別）[MW],336,803,2166,768,267,1119,589,336,960,7344
20241003B04,応札量合計（電源属地別）[MW],226.99,400,878.7,0,267,566,114.866,319,457,3229.556
20241003B04,落札量合計（電源属地別）[MW],226.99,400,878.7,0,267,566,114.866,319,457,3229.556
20241003B04,応札件数（電源属地別）[件],4,2,4,0,2,4,3,7,3,29
20241003B04,落札件数（電源属地別）[件],4,2,4,0,2,4,3,7,3,29
