H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202404,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240401B04,最高落札価格（電源属地別）[円/kW・30分],0,0.34,160,75.03,0.34,27.84,0,0.33,0.34,160
20240401B04,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0,0.33,0.34,0.33
20240401B04,平均落札価格（電源属地別）[円/kW・30分],0,0.34,15.34,1.36,0.34,11.86,0,0.33,0.34,5.36
20240401B04,最高落札価格（TSO別）[円/kW・30分],0,0.34,160,75.03,0.34,27.84,0,0.33,0.34,160
20240401B04,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0,0.33,0.34,0.33
20240401B04,平均落札価格（TSO別）[円/kW・30分],0,0.34,15.34,1.36,0.34,11.86,0,0.33,0.34,5.36
20240401B04,落札量合計（TSO別）[MW],0,445,843.251,659.281,144,963,0,170,1641,4865.532
20240401B04,（内訳）自エリアからの落札量[MW],0,445,843.251,659.281,144,963,0,170,1641,4865.532
20240401B05,募集量（TSO別）[MW],448,239,4669,1293,0,1163,0,432,585,8829
20240401B05,応札量合計（電源属地別）[MW],357,736,774.083,614.255,49,1742.489,138.334,548,585,5544.161
20240401B05,落札量合計（電源属地別）[MW],298,389,774.083,614.255,0,1163,0,432,585,4255.338
20240401B05,応札件数（電源属地別）[件],2,4,6,6,1,7,3,4,3,36
20240401B05,落札件数（電源属地別）[件],2,3,6,6,0,4,0,3,3,27
20240401B05,最高落札価格（電源属地別）[円/kW・30分],3.27,0.34,160,75.03,0,18.02,0,0.33,0.34,160
20240401B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0,0.33,0.34,0.33
20240401B05,平均落札価格（電源属地別）[円/kW・30分],2.4,0.34,12.78,1.43,0,4.44,0,0.33,0.34,4.03
20240401B05,最高落札価格（TSO別）[円/kW・30分],3.27,0.34,160,75.03,0,18.02,0,0.33,0.34,160
20240401B05,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0,0.33,0.34,0.33
20240401B05,平均落札価格（TSO別）[円/kW・30分],1.71,0.34,12.78,1.43,0,4.44,0,0.33,0.34,4.03
20240401B05,落札量合計（TSO別）[MW],448,239,774.083,614.255,0,1163,0,432,585,4255.338
20240401B05,（内訳）自エリアからの落札量[MW],298,239,774.083,614.255,0,1163,0,432,585,4105.338
20240401B06,募集量（TSO別）[MW],399,189,3430,1224,36,635,73,259,644,6889
20240401B06,応札量合計（電源属地別）[MW],105.2,0,305.433,570.499,36,797.619,0,259,647.914,2721.665
20240401B06,落札量合計（電源属地別）[MW],105.2,0,305.433,570.499,36,729,0,259,623,2628.132
20240401B06,応札件数（電源属地別）[件],3,0,6,7,1,5,0,3,5,30
20240401B06,落札件数（電源属地別）[件],3,0,6,7,1,3,0,3,3,26
20240401B06,最高落札価格（電源属地別）[円/kW・30分],321,0,165,75.03,0.34,6.92,0,0.33,0.85,321
20240401B06,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,0.59,0.33
20240401B06,平均落札価格（電源属地別）[円/kW・30分],6.34,0,37.16,1.52,0.34,2.78,0,0.33,0.7,5.88
20240401B06,最高落札価格（TSO別）[円/kW・30分],321,0,165,75.03,0.34,6.92,6.92,0.33,6.92,321
20240401B06,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,6.92,0.33,0.59,0.33
20240401B06,平均落札価格（TSO別）[円/kW・30分],6.34,0,37.16,1.52,0.34,2.16,6.92,0.33,0.9,5.88
20240401B06,落札量合計（TSO別）[MW],105.2,0,305.433,570.499,36,635,73,259,644,2628.132
20240401B06,（内訳）自エリアからの落札量[MW],105.2,0,305.433,570.499,36,635,0,259,623,2534.132
20240401B07,募集量（TSO別）[MW],190,110,1037,239,63,118,52,67,189,2065
20240401B07,応札量合計（電源属地別）[MW],104.2,0,45.668,665.318,63,493.078,0,67,189,1627.264
20240401B07,落札量合計（電源属地別）[MW],104.2,0,45.668,665.318,0,424.7,0,67,168,1474.886
20240401B07,応札件数（電源属地別）[件],3,0,1,12,1,3,0,1,1,22
20240401B07,落札件数（電源属地別）[件],3,0,1,12,0,3,0,1,1,21
20240401B07,最高落札価格（電源属地別）[円/kW・30分],321,0,0.34,6.79,0,19.08,0,0.33,3.63,321
20240401B07,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0,0.34,0,0.33,3.63,0.33
20240401B07,平均落札価格（電源属地別）[円/kW・30分],6.39,0,0.34,0.62,0,18.08,0,0.33,3.63,6.38
20240401B07,最高落札価格（TSO別）[円/kW・30分],321,0,19.08,0.34,19.08,19.08,19.08,0.33,19.08,321
20240401B07,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,19.08,0.34,19.08,0.33,3.63,0.33
20240401B07,平均落札価格（TSO別）[円/kW・30分],6.39,0,5.61,0.34,19.08,15.47,19.08,0.33,5.35,6.38
20240401B07,落札量合計（TSO別）[MW],104.2,0,642.686,239,63,118,52,67,189,1474.886
20240401B07,（内訳）自エリアからの落札量[MW],104.2,0,45.668,239,0,118,0,67,168,741.868
20240401B08,募集量（TSO別）[MW],109,242,1084,209,0,56,2,13,194,1909
20240401B08,応札量合計（電源属地別）[MW],104,0,1084,673.375,0,43.224,39.657,173,194,2311.256
20240401B08,落札量合計（電源属地別）[MW],104,0,1084,223.776,0,43.224,0,13,194,1662
20240401B08,応札件数（電源属地別）[件],2,0,2,13,0,2,1,2,3,25
20240401B08,落札件数（電源属地別）[件],2,0,2,2,0,2,0,1,3,12
20240401B08,最高落札価格（電源属地別）[円/kW・30分],3.27,0,0.34,0.34,0,0.34,0,0.33,0.42,3.27
20240401B08,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0,0.34,0,0.33,0.34,0.33
20240401B08,平均落札価格（電源属地別）[円/kW・30分],2.71,0,0.34,0.34,0,0.34,0,0.33,0.4,0.49
20240401B08,最高落札価格（TSO別）[円/kW・30分],3.27,0,0.34,0.34,0,0.34,0.34,0.33,0.42,3.27
20240401B08,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0,0.34,0.34,0.33,0.34,0.33
20240401B08,平均落札価格（TSO別）[円/kW・30分],2.71,0,0.34,0.34,0,0.34,0.34,0.33,0.4,0.49
20240401B08,落札量合計（TSO別）[MW],104,0,1084,209,0,56,2,13,194,1662
20240401B08,（内訳）自エリアからの落札量[MW],104,0,1084,209,0,43.224,0,13,194,1647.224
20240402B01,募集量（TSO別）[MW],157,15,1109,708,30,146,0,0,133.789,2298.789
20240402B01,応札量合計（電源属地別）[MW],4.58,0,875.945,257.926,30,116.481,0,248,310,1842.932
20240402B01,落札量合計（電源属地別）[MW],4.58,0,875.945,257.926,30,116.481,0,29.519,133.789,1448.24
20240402B01,応札件数（電源属地別）[件],1,0,2,5,1,3,0,3,2,17
20240402B01,落札件数（電源属地別）[件],1,0,2,5,1,3,0,1,1,14
20240402B01,最高落札価格（電源属地別）[円/kW・30分],3.27,0,0.34,3.49,0.34,0.34,0,0.34,0.34,3.49
20240402B01,最低落札価格（電源属地別）[円/kW・30分],3.27,0,0.34,3.37,0.34,0.34,0,0.34,0.34,0.34
20240402B01,平均落札価格（電源属地別）[円/kW・30分],3.27,0,0.34,3.41,0.34,0.34,0,0.34,0.34,0.9
20240402B01,最高落札価格（TSO別）[円/kW・30分],3.27,0,0.34,3.49,0.34,0.34,0,0,0.34,3.49
20240402B01,最低落札価格（TSO別）[円/kW・30分],3.27,0,0.34,3.37,0.34,0.34,0,0,0.34,0.34
20240402B01,平均落札価格（TSO別）[円/kW・30分],3.27,0,0.34,3.41,0.34,0.34,0,0,0.34,0.9
20240402B01,落札量合計（TSO別）[MW],4.58,0,875.945,257.926,30,146,0,0,133.789,1448.24
20240402B01,（内訳）自エリアからの落札量[MW],4.58,0,875.945,257.926,30,116.481,0,0,133.789,1418.721
20240402B02,募集量（TSO別）[MW],119,17,1053,647,25,6,0,42,172.721,2081.721
20240402B02,応札量合計（電源属地別）[MW],0,13,905.945,29.604,25,3.11,0,42,173,1191.659
20240402B02,落札量合計（電源属地別）[MW],0,13,905.945,29.604,25,3.11,0,42,173,1191.659
20240402B02,応札件数（電源属地別）[件],0,2,2,1,1,1,0,1,6,14
20240402B02,落札件数（電源属地別）[件],0,2,2,1,1,1,0,1,6,14
20240402B02,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,3.82,0.34,0.34,0,0.34,1.24,3.82
20240402B02,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,3.82,0.34,0.34,0,0.34,0.34,0.34
20240402B02,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,3.82,0.34,0.34,0,0.34,0.43,0.44
20240402B02,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.34,3.82,0.34,1.24,0,0.34,1.24,3.82
20240402B02,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,3.82,0.34,0.34,0,0.34,0.34,0.34
20240402B02,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.34,3.82,0.34,0.41,0,0.34,0.43,0.44
20240402B02,落札量合計（TSO別）[MW],0,13,905.945,29.604,25,3.389,0,42,172.721,1191.659
20240402B02,（内訳）自エリアからの落札量[MW],0,13,905.945,29.604,25,3.11,0,42,172.721,1191.38
20240402B03,募集量（TSO別）[MW],314,445,1679,3786,162,867,303,168,1461,9185
20240402B03,応札量合計（電源属地別）[MW],50.77,45,775.944,205.701,124,672.665,6.151,385,1374.914,3640.145
20240402B03,落札量合計（電源属地別）[MW],50.77,45,775.944,205.701,124,672.665,6.151,168,1374.914,3423.145
20240402B03,応札件数（電源属地別）[件],2,2,3,3,2,2,1,3,9,27
20240402B03,落札件数（電源属地別）[件],2,2,3,3,2,2,1,2,9,26
20240402B03,最高落札価格（電源属地別）[円/kW・30分],321,0.34,90.55,4.68,0.34,0.34,52.33,0.34,197,321
20240402B03,最低落札価格（電源属地別）[円/kW・30分],3.27,0.34,0.34,0.34,0.34,0.34,52.33,0.34,0.49,0.34
20240402B03,平均落札価格（電源属地別）[円/kW・30分],15.72,0.34,4.06,1.26,0.34,0.34,52.33,0.34,1.24,1.92
20240402B03,最高落札価格（TSO別）[円/kW・30分],321,0.34,90.55,4.68,0.34,0.34,52.33,0.34,197,321
20240402B03,最低落札価格（TSO別）[円/kW・30分],3.27,0.34,0.34,0.34,0.34,0.34,52.33,0.34,0.49,0.34
20240402B03,平均落札価格（TSO別）[円/kW・30分],15.72,0.34,4.06,1.26,0.34,0.34,52.33,0.34,1.24,1.92
20240402B03,落札量合計（TSO別）[MW],50.77,45,775.944,205.701,124,672.665,6.151,168,1374.914,3423.145
20240402B03,（内訳）自エリアからの落札量[MW],50.77,45,775.944,205.701,124,672.665,6.151,168,1374.914,3423.145
20240402B04,募集量（TSO別）[MW],354,520,2194,3422,133,802,672,0,2520,10617
20240402B04,応札量合計（電源属地別）[MW],111.94,341.7,377.714,224.281,133,686.424,77.859,560,1156,3668.918
20240402B04,落札量合計（電源属地別）[MW],111.94,341.7,377.714,224.281,133,686.424,77.859,0,1156,3108.918
20240402B04,応札件数（電源属地別）[件],1,3,7,4,2,4,1,4,7,33
20240402B04,落札件数（電源属地別）[件],1,3,7,4,2,4,1,0,7,29
20240402B04,最高落札価格（電源属地別）[円/kW・30分],3.27,0.34,160,75.03,0.34,3.4,0.34,0,0.49,160
20240402B04,最低落札価格（電源属地別）[円/kW・30分],3.27,0.33,0.34,0.34,0.34,0.34,0.34,0,0.34,0.33
20240402B04,平均落札価格（電源属地別）[円/kW・30分],3.27,0.34,28.74,3.37,0.34,0.37,0.34,0,0.37,4.13
20240402B04,最高落札価格（TSO別）[円/kW・30分],3.27,0.34,160,75.03,0.34,3.4,0.34,0,0.49,160
20240402B04,最低落札価格（TSO別）[円/kW・30分],3.27,0.33,0.34,0.34,0.34,0.34,0.34,0,0.34,0.33
20240402B04,平均落札価格（TSO別）[円/kW・30分],3.27,0.34,28.74,3.37,0.34,0.37,0.34,0,0.37,4.13
20240402B04,落札量合計（TSO別）[MW],111.94,341.7,377.714,224.281,133,686.424,77.859,0,1156,3108.918
20240402B04,（内訳）自エリアからの落札量[MW],111.94,341.7,377.714,224.281,133,686.424,77.859,0,1156,3108.918
20240402B05,募集量（TSO別）[MW],448,333,3423,3354,148,1087,1107,142,1487,11529
20240402B05,応札量合計（電源属地別）[MW],237.42,379.7,636.244,220.255,148,903.542,107.354,674,922,4228.515
20240402B05,落札量合計（電源属地別）[MW],237.42,379.7,636.244,220.255,148,903.542,107.354,142,922,3696.515
20240402B05,応札件数（電源属地別）[件],1,4,6,4,2,5,3,5,6,36
20240402B05,落札件数（電源属地別）[件],1,4,6,4,2,5,3,2,6,33
20240402B05,最高落札価格（電源属地別）[円/kW・30分],3.27,0.34,160,75.03,0.34,80,0.34,0.34,0.34,160
20240402B05,最低落札価格（電源属地別）[円/kW・30分],3.27,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33
20240402B05,平均落札価格（電源属地別）[円/kW・30分],3.27,0.34,12.47,3.43,0.34,3.19,0.34,0.34,0.34,3.5
20240402B05,最高落札価格（TSO別）[円/kW・30分],3.27,0.34,160,75.03,0.34,80,0.34,0.34,0.34,160
20240402B05,最低落札価格（TSO別）[円/kW・30分],0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33
20240402B05,平均落札価格（TSO別）[円/kW・30分],2.79,0.34,12.47,3.43,0.34,3.19,0.34,0.34,0.34,3.5
20240402B05,落札量合計（TSO別）[MW],284.12,333,636.244,220.255,148,903.542,107.354,142,922,3696.515
20240402B05,（内訳）自エリアからの落札量[MW],237.42,333,636.244,220.255,148,903.542,107.354,142,922,3649.815
20240402B06,募集量（TSO別）[MW],399,225,2086,2770,126,712,1378,0,1370,9066
20240402B06,応札量合計（電源属地別）[MW],1.2,49,88.27,203.285,126,524.548,0,0,1373.914,2366.217
20240402B06,落札量合計（電源属地別）[MW],1.2,49,88.27,203.285,126,524.548,0,0,1373.914,2366.217
20240402B06,応札件数（電源属地別）[件],1,2,5,3,2,5,0,0,9,27
20240402B06,落札件数（電源属地別）[件],1,2,5,3,2,5,0,0,9,27
20240402B06,最高落札価格（電源属地別）[円/kW・30分],321,0.34,164.35,75.03,0.34,80,0,0,197,321
20240402B06,最低落札価格（電源属地別）[円/kW・30分],321,0.34,90.55,0.34,0.34,0.34,0,0,0.7,0.34
20240402B06,平均落札価格（電源属地別）[円/kW・30分],321,0.34,127.66,3.85,0.34,5.24,0,0,1.44,7.28
20240402B06,最高落札価格（TSO別）[円/kW・30分],321,0.34,164.35,75.03,0.34,80,197,0,0.92,321
20240402B06,最低落札価格（TSO別）[円/kW・30分],321,0.34,90.55,0.34,0.34,0.34,196,0,0.7,0.34
20240402B06,平均落札価格（TSO別）[円/kW・30分],321,0.34,127.66,3.85,0.34,5.24,196.51,0,0.88,7.28
20240402B06,落札量合計（TSO別）[MW],1.2,49,88.27,203.285,126,524.548,3.914,0,1370,2366.217
20240402B06,（内訳）自エリアからの落札量[MW],1.2,49,88.27,203.285,126,524.548,0,0,1370,2362.303
20240402B07,募集量（TSO別）[MW],212,52,1048,134,55,314,39,46,273,2173
20240402B07,応札量合計（電源属地別）[MW],1.2,203,0,181.318,55,1017.934,0,46,273,1777.452
20240402B07,落札量合計（電源属地別）[MW],1.2,73.3,0,181.318,0,417,0,46,273,991.818
20240402B07,応札件数（電源属地別）[件],1,2,0,1,1,4,0,1,1,11
20240402B07,落札件数（電源属地別）[件],1,1,0,1,0,3,0,1,1,8
20240402B07,最高落札価格（電源属地別）[円/kW・30分],321,0.34,0,0.34,0,4.32,0,0.34,2.33,321
20240402B07,最低落札価格（電源属地別）[円/kW・30分],321,0.34,0,0.34,0,0.34,0,0.34,2.33,0.34
20240402B07,平均落札価格（電源属地別）[円/kW・30分],321,0.34,0,0.34,0,4.19,0,0.34,2.33,2.89
20240402B07,最高落札価格（TSO別）[円/kW・30分],321,0.34,4.32,0.34,4.32,4.32,4.32,0.34,2.33,321
20240402B07,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,4.32,0.34,4.32,0.34,2.33,0.34
20240402B07,平均落札価格（TSO別）[円/kW・30分],17.44,0.34,0.98,0.34,4.32,4.15,4.32,0.34,2.33,2.89
20240402B07,落札量合計（TSO別）[MW],22.5,52,56.318,134,55,314,39,46,273,991.818
20240402B07,（内訳）自エリアからの落札量[MW],1.2,52,0,134,0,314,0,46,273,820.2
20240402B08,募集量（TSO別）[MW],147,140,1235,129,0,343,2,13,214,2223
20240402B08,応札量合計（電源属地別）[MW],0,163,855.944,171.341,22,307.034,0,13,214,1746.319
20240402B08,落札量合計（電源属地別）[MW],0,140,855.944,149.341,17.625,307.034,0,13,214,1696.944
20240402B08,応札件数（電源属地別）[件],0,2,2,2,1,3,0,1,4,15
20240402B08,落札件数（電源属地別）[件],0,2,2,1,1,3,0,1,4,14
20240402B08,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0,0.34,1.01,1.01
20240402B08,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0,0.34,0.34,0.34
20240402B08,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0,0.34,0.82,0.4
20240402B08,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0,0.34,0.34,0.34,1.01,1.01
20240402B08,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34
20240402B08,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0,0.34,0.34,0.34,0.82,0.4
20240402B08,落札量合計（TSO別）[MW],0,140,855.944,129,0,343,2,13,214,1696.944
20240402B08,（内訳）自エリアからの落札量[MW],0,140,855.944,129,0,307.034,0,13,214,1658.978
20240403B01,募集量（TSO別）[MW],235,355,1907,1168,140,146,4,16,154.48,4125.48
20240403B01,応札量合計（電源属地別）[MW],0,392,1014.707,50,2,216.308,84.742,168,388,2315.757
20240403B01,落札量合計（電源属地別）[MW],0,392,1014.707,50,2,216.308,4,51.592,154.48,1885.087
20240403B01,応札件数（電源属地別）[件],0,3,4,2,1,2,3,2,4,21
20240403B01,落札件数（電源属地別）[件],0,3,4,2,1,2,1,2,4,19
20240403B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.74,3.14,0.34,0.34,0.34,0.34,0.34,3.14
20240403B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,3.08,0.34,0.34,0.34,0.34,0.34,0.34
20240403B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.42,3.1,0.34,0.34,0.34,0.34,0.34,0.46
20240403B01,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.74,3.14,0.34,0.34,0.34,0.34,0.34,3.14
20240403B01,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,3.08,0.34,0.34,0.34,0.34,0.34,0.34
20240403B01,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.42,3.1,0.34,0.34,0.34,0.34,0.34,0.46
20240403B01,落札量合計（TSO別）[MW],0,355,1051.707,50,107.9,146,4,16,154.48,1885.087
20240403B01,（内訳）自エリアからの落札量[MW],0,355,1014.707,50,2,146,4,16,154.48,1742.187
20240403B02,募集量（TSO別）[MW],400,349,1931,1251,108,87,1,28,204.789,4359.789
20240403B02,応札量合計（電源属地別）[MW],11.2,0,757.212,5,2,740.896,4.485,121,305,1946.793
20240403B02,落札量合計（電源属地別）[MW],11.2,0,757.212,5,2,108.2,1,28,204.789,1117.401
20240403B02,応札件数（電源属地別）[件],2,0,3,1,1,4,1,1,5,18
20240403B02,落札件数（電源属地別）[件],2,0,3,1,1,2,1,1,4,15
20240403B02,最高落札価格（電源属地別）[円/kW・30分],321,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,321
20240403B02,最低落札価格（電源属地別）[円/kW・30分],3.27,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,0.34
20240403B02,平均落札価格（電源属地別）[円/kW・30分],37.31,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,0.73
20240403B02,最高落札価格（TSO別）[円/kW・30分],321,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,321
20240403B02,最低落札価格（TSO別）[円/kW・30分],3.27,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,0.34
20240403B02,平均落札価格（TSO別）[円/kW・30分],37.31,0,0.34,4.86,0.34,0.34,0.34,0.34,0.34,0.73
20240403B02,落札量合計（TSO別）[MW],11.2,0,757.212,5,23.2,87,1,28,204.789,1117.401
20240403B02,（内訳）自エリアからの落札量[MW],11.2,0,757.212,5,2,87,1,28,204.789,1096.201
20240403B03,募集量（TSO別）[MW],596,1258,3661,2484,219,175,126,56,490,9065
20240403B03,応札量合計（電源属地別）[MW],287.2,377,758.207,162.701,5,661.273,0,360,245.914,2857.295
20240403B03,落札量合計（電源属地別）[MW],287.2,377,758.207,162.701,5,454.8,0,56,245.914,2346.822
20240403B03,応札件数（電源属地別）[件],2,3,4,2,1,3,0,3,6,24
20240403B03,落札件数（電源属地別）[件],2,3,4,2,1,2,0,2,6,22
20240403B03,最高落札価格（電源属地別）[円/kW・30分],321,0.34,90.55,75.03,0.34,3.74,0,0.34,197,321
20240403B03,最低落札価格（電源属地別）[円/kW・30分],3.27,0.34,0.34,0.34,0.34,0.34,0,0.34,0.34,0.34
20240403B03,平均落札価格（電源属地別）[円/kW・30分],4.6,0.34,4.16,4.47,0.34,3.35,0,0.34,3.57,3.3
20240403B03,最高落札価格（TSO別）[円/kW・30分],321,0.34,90.55,75.03,3.74,3.74,3.74,0.34,197,321
20240403B03,最低落札価格（TSO別）[円/kW・30分],3.27,0.34,0.34,0.34,0.34,0.34,3.74,0.34,0.34,0.34
20240403B03,平均落札価格（TSO別）[円/kW・30分],4.6,0.34,4.16,4.47,3.63,2.71,3.74,0.34,3.57,3.3
20240403B03,落札量合計（TSO別）[MW],287.2,377,758.207,162.701,158.8,175,126,56,245.914,2346.822
20240403B03,（内訳）自エリアからの落札量[MW],287.2,377,758.207,162.701,5,175,0,56,245.914,2067.022
20240403B04,募集量（TSO別）[MW],598,1446,4946,2072,267,156,1,96,787,10369
20240403B04,応札量合計（電源属地別）[MW],273,822.7,389.276,156.375,6,496.624,0,96,787,3026.975
20240403B04,落札量合計（電源属地別）[MW],273,822.7,389.276,156.375,6,496.624,0,96,787,3026.975
20240403B04,応札件数（電源属地別）[件],1,6,8,2,1,4,0,1,3,26
20240403B04,落札件数（電源属地別）[件],1,6,8,2,1,4,0,1,3,26
