H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202407,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240701B04,落札量合計（TSO別）[MW],33,58,629,8,22,14,9,105,595,1473
20240701B04,（内訳）自エリアからの落札量[MW],33,58,629,0,0,14,0,105,482,1321
20240701B05,募集量（TSO別）[MW],42,0,382,8,47,82,0,145,479,1185
20240701B05,応札量合計（電源属地別）[MW],220,547,1219.492,500.325,47,1713.313,0,145,754.05,5146.18
20240701B05,落札量合計（電源属地別）[MW],42,0,382,10,47,101,0,145,458,1185
20240701B05,応札件数（電源属地別）[件],2,6,10,13,1,7,0,2,4,45
20240701B05,落札件数（電源属地別）[件],1,0,2,1,1,1,0,2,2,10
20240701B05,最高落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,2.71,2.71
20240701B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,2.71,0.33
20240701B05,平均落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,2.71,1.25
20240701B05,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,2.71,2.71
20240701B05,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,0.34,0.33
20240701B05,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,2.61,1.25
20240701B05,落札量合計（TSO別）[MW],42,0,382,8,47,82,0,145,479,1185
20240701B05,（内訳）自エリアからの落札量[MW],42,0,382,8,47,82,0,145,458,1164
20240701B06,募集量（TSO別）[MW],47,0,452,9,12,45,77,35,324,1001
20240701B06,応札量合計（電源属地別）[MW],140.99,221.5,1640.022,290.654,12,1127.088,77.174,35,494.99,4039.418
20240701B06,落札量合計（電源属地別）[MW],47,0,452,10,12,150,0,35,295,1001
20240701B06,応札件数（電源属地別）[件],3,4,11,6,1,6,1,1,3,36
20240701B06,落札件数（電源属地別）[件],1,0,2,1,1,1,0,1,2,9
20240701B06,最高落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,3.11,3.11
20240701B06,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,3.11,0.34
20240701B06,平均落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,3.11,1.16
20240701B06,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0.34,0.34,3.11,3.11
20240701B06,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240701B06,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0.34,0.34,2.86,1.16
20240701B06,落札量合計（TSO別）[MW],47,0,452,9,12,45,77,35,324,1001
20240701B06,（内訳）自エリアからの落札量[MW],47,0,452,9,12,45,0,35,295,895
20240701B07,募集量（TSO別）[MW],0,0,57,10,7,8,8,21,16,127
20240701B07,応札量合計（電源属地別）[MW],132,0,648.432,173,7,190.942,10,21,70,1252.374
20240701B07,落札量合計（電源属地別）[MW],0,0,57,10,7,22,10,21,0,127
20240701B07,応札件数（電源属地別）[件],2,0,5,3,1,3,1,1,3,19
20240701B07,落札件数（電源属地別）[件],0,0,1,1,1,1,1,1,0,6
20240701B07,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0,0.34
20240701B07,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0,0.34
20240701B07,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0,0.34
20240701B07,最高落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240701B07,最低落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240701B07,平均落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240701B07,落札量合計（TSO別）[MW],0,0,57,10,7,8,8,21,16,127
20240701B07,（内訳）自エリアからの落札量[MW],0,0,57,10,7,8,8,21,0,111
20240701B08,募集量（TSO別）[MW],0,62,0,15,0,0,3,4,12,96
20240701B08,応札量合計（電源属地別）[MW],137,60,601.396,209,82,0,5,5,19,1118.396
20240701B08,落札量合計（電源属地別）[MW],0,60,5,12,0,0,3,4,12,96
20240701B08,応札件数（電源属地別）[件],2,2,3,3,1,0,1,1,1,14
20240701B08,落札件数（電源属地別）[件],0,2,1,1,0,0,1,1,1,7
20240701B08,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0.34,0.34,0.34,0.34
20240701B08,落札量合計（TSO別）[MW],0,62,0,15,0,0,3,4,12,96
20240701B08,（内訳）自エリアからの落札量[MW],0,60,0,12,0,0,3,4,12,91
20240702B01,募集量（TSO別）[MW],0,59,0,7,0,3,0,0,0,69
20240702B01,応札量合計（電源属地別）[MW],383,69,76.66,154,0,29.183,84.656,0,3,799.499
20240702B01,落札量合計（電源属地別）[MW],0,59,7,0,0,3,0,0,0,69
20240702B01,応札件数（電源属地別）[件],2,6,2,2,0,3,1,0,1,17
20240702B01,落札件数（電源属地別）[件],0,5,1,0,0,1,0,0,0,7
20240702B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0,0.34
20240702B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0,0.34
20240702B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0,0.34
20240702B01,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0,0.34
20240702B01,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0,0.34
20240702B01,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0,0.34
20240702B01,落札量合計（TSO別）[MW],0,59,0,7,0,3,0,0,0,69
20240702B01,（内訳）自エリアからの落札量[MW],0,59,0,0,0,3,0,0,0,62
20240702B02,募集量（TSO別）[MW],0,0,54,10,3,2,0,7,0,76
20240702B02,応札量合計（電源属地別）[MW],365,76,141.082,192,0,893.655,60.355,7,12,1747.092
20240702B02,落札量合計（電源属地別）[MW],0,0,64,0,0,5,0,7,0,76
20240702B02,応札件数（電源属地別）[件],2,6,2,3,0,7,2,1,1,24
20240702B02,落札件数（電源属地別）[件],0,0,2,0,0,1,0,1,0,4
20240702B02,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0.34,0,0.34,0,0.34
20240702B02,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0.34,0,0.34,0,0.34
20240702B02,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0.34,0,0.34,0,0.34
20240702B02,最高落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0,0.34,0,0.34
20240702B02,最低落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0,0.34,0,0.34
20240702B02,平均落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0,0.34,0,0.34
20240702B02,落札量合計（TSO別）[MW],0,0,54,10,3,2,0,7,0,76
20240702B02,（内訳）自エリアからの落札量[MW],0,0,54,0,0,2,0,7,0,63
20240702B03,募集量（TSO別）[MW],130,0,439,89,11,34,0,144,584,1431
20240702B03,応札量合計（電源属地別）[MW],450,119,580.57,180.394,0,433.616,0,142,585.99,2491.57
20240702B03,落札量合計（電源属地別）[MW],102,28,439,89,0,220.174,0,142,408.826,1429
20240702B03,応札件数（電源属地別）[件],2,3,5,3,0,4,0,2,5,24
20240702B03,落札件数（電源属地別）[件],1,2,1,1,0,3,0,2,2,12
20240702B03,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0,0.34,0.38,0.38
20240702B03,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0,0.33,0.38,0.33
20240702B03,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0,0.33,0.38,0.35
20240702B03,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,0.38,0.38
20240702B03,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,0.34,0.33
20240702B03,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.33,0.37,0.35
20240702B03,落札量合計（TSO別）[MW],130,0,439,89,11,34,0,142,584,1429
20240702B03,（内訳）自エリアからの落札量[MW],102,0,439,89,0,34,0,142,408.826,1214.826
20240702B04,募集量（TSO別）[MW],139,0,1095,151,20,212,143,213,1108,3081
20240702B04,応札量合計（電源属地別）[MW],442,119,1323.57,459.974,0,1313.854,133.708,144,1108,5044.106
20240702B04,落札量合計（電源属地別）[MW],139,0,1095,151,0,335,100,144,1048,3012
20240702B04,応札件数（電源属地別）[件],2,3,9,7,0,6,2,2,8,39
20240702B04,落札件数（電源属地別）[件],2,0,3,1,0,1,1,2,7,17
20240702B04,最高落札価格（電源属地別）[円/kW・30分],1.96,0,0.34,0.34,0,0.34,0.34,0.34,0.34,1.96
20240702B04,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.33,0.34,0,0.34,0.34,0.33,0.34,0.33
20240702B04,平均落札価格（電源属地別）[円/kW・30分],0.77,0,0.34,0.34,0,0.34,0.34,0.33,0.34,0.36
20240702B04,最高落札価格（TSO別）[円/kW・30分],1.96,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,1.96
20240702B04,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.33,0.34,0.34,0.34,0.34,0.33,0.34,0.33
20240702B04,平均落札価格（TSO別）[円/kW・30分],0.77,0,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.36
20240702B04,落札量合計（TSO別）[MW],139,0,1095,151,20,212,143,144,1108,3012
20240702B04,（内訳）自エリアからの落札量[MW],139,0,1095,151,0,212,100,144,1048,2889
20240702B05,募集量（TSO別）[MW],43,0,1268,184,34,151,244,168,1127,3219
20240702B05,応札量合計（電源属地別）[MW],189,119,2053.78,646.004,0,1325.611,238.056,168,1128.05,5867.501
20240702B05,落札量合計（電源属地別）[MW],43,0,1268,184,0,400,50,168,1106,3219
20240702B05,応札件数（電源属地別）[件],2,3,12,9,0,7,4,2,7,46
20240702B05,落札件数（電源属地別）[件],1,0,3,1,0,1,1,2,6,15
20240702B05,最高落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0,0.34,0.34,0.34,0.52,0.52
20240702B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.33,0.34,0,0.34,0.34,0.33,0.5,0.33
20240702B05,平均落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0,0.34,0.34,0.33,0.5,0.39
20240702B05,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0.34,0.34,0.52,0.52
20240702B05,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.33,0.34,0.34,0.34,0.34,0.33,0.34,0.33
20240702B05,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0.34,0.33,0.5,0.39
20240702B05,落札量合計（TSO別）[MW],43,0,1268,184,34,151,244,168,1127,3219
20240702B05,（内訳）自エリアからの落札量[MW],43,0,1268,184,0,151,50,168,1106,2970
20240702B06,募集量（TSO別）[MW],38,29,301,221,8,181,180,143,773,1874
20240702B06,応札量合計（電源属地別）[MW],66.99,123.5,470.662,417.654,0,1406.052,100,143,1120.99,3848.848
20240702B06,落札量合計（電源属地別）[MW],38,29,301,221,0,310.155,100,143,731.845,1874
20240702B06,応札件数（電源属地別）[件],2,2,8,9,0,7,1,2,5,36
20240702B06,落札件数（電源属地別）[件],1,1,1,1,0,2,1,2,3,12
20240702B06,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0.34,0.34,1.9,1.9
20240702B06,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0.34,0.33,1.9,0.33
20240702B06,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0.34,0,0.34,0.34,0.33,1.9,0.95
20240702B06,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,1.9,1.9
20240702B06,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33
20240702B06,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,1.82,0.95
20240702B06,落札量合計（TSO別）[MW],38,29,301,221,8,181,180,143,773,1874
20240702B06,（内訳）自エリアからの落札量[MW],38,29,301,221,0,181,100,143,731.845,1744.845
20240702B07,募集量（TSO別）[MW],0,20,18,10,16,0,0,63,132,259
20240702B07,応札量合計（電源属地別）[MW],87,177,108.333,341.932,0,0,0,82,259,1055.265
20240702B07,落札量合計（電源属地別）[MW],0,20,18,158,0,0,0,63,0,259
20240702B07,応札件数（電源属地別）[件],1,3,2,7,0,0,0,1,2,16
20240702B07,落札件数（電源属地別）[件],0,1,1,1,0,0,0,1,0,4
20240702B07,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0,0.34,0,0.34
20240702B07,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0,0.34,0,0.34
20240702B07,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0,0,0,0.34,0,0.34
20240702B07,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0,0.34,0.34,0.34
20240702B07,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0,0.34,0.34,0.34
20240702B07,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0,0.34,0.34,0.34
20240702B07,落札量合計（TSO別）[MW],0,20,18,10,16,0,0,63,132,259
20240702B07,（内訳）自エリアからの落札量[MW],0,20,18,10,0,0,0,63,0,111
20240702B08,募集量（TSO別）[MW],0,51,0,15,0,0,0,0,41,107
20240702B08,応札量合計（電源属地別）[MW],53,107,186.224,259,0,0,0,0,41,646.224
20240702B08,落札量合計（電源属地別）[MW],0,51,0,15,0,0,0,0,41,107
20240702B08,応札件数（電源属地別）[件],1,6,3,3,0,0,0,0,1,14
20240702B08,落札件数（電源属地別）[件],0,3,0,1,0,0,0,0,1,5
20240702B08,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0,0,0,0.34,0.34
20240702B08,落札量合計（TSO別）[MW],0,51,0,15,0,0,0,0,41,107
20240702B08,（内訳）自エリアからの落札量[MW],0,51,0,15,0,0,0,0,41,107
20240703B01,募集量（TSO別）[MW],0,69,0,9,0,7,0,0,8,93
20240703B01,応札量合計（電源属地別）[MW],310,93,527.56,110,170,58.222,0,0,15,1283.782
20240703B01,落札量合計（電源属地別）[MW],0,69,9,0,0,5,0,0,10,93
20240703B01,応札件数（電源属地別）[件],2,6,2,1,1,3,0,0,1,16
20240703B01,落札件数（電源属地別）[件],0,5,1,0,0,1,0,0,1,8
20240703B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0.34,0.34
20240703B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0.34,0.34
20240703B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0.34,0,0,0.34,0.34
20240703B01,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0.34,0.34
20240703B01,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0.34,0.34
20240703B01,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0,0.34,0,0,0.34,0.34
20240703B01,落札量合計（TSO別）[MW],0,69,0,9,0,7,0,0,8,93
20240703B01,（内訳）自エリアからの落札量[MW],0,69,0,0,0,5,0,0,8,82
20240703B02,募集量（TSO別）[MW],0,0,14,9,3,14,10,0,9,59
20240703B02,応札量合計（電源属地別）[MW],348,59,662.905,79.072,364,116.441,82.222,0,36,1747.64
20240703B02,落札量合計（電源属地別）[MW],0,0,23,0,3,14,9,0,10,59
20240703B02,応札件数（電源属地別）[件],2,6,4,2,2,3,1,0,1,21
20240703B02,落札件数（電源属地別）[件],0,0,1,0,1,1,1,0,1,5
20240703B02,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0.34,0.34,0,0.34,0.34
20240703B02,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0.34,0.34,0,0.34,0.34
20240703B02,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0.34,0.34,0,0.34,0.34
20240703B02,最高落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0,0.34,0.34
20240703B02,最低落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0,0.34,0.34
20240703B02,平均落札価格（TSO別）[円/kW・30分],0,0,0.34,0.34,0.34,0.34,0.34,0,0.34,0.34
20240703B02,落札量合計（TSO別）[MW],0,0,14,9,3,14,10,0,9,59
20240703B02,（内訳）自エリアからの落札量[MW],0,0,14,0,3,14,9,0,9,49
20240703B03,募集量（TSO別）[MW],63,0,240,208,28,0,58,50,425,1072
20240703B03,応札量合計（電源属地別）[MW],426,265,491.528,294.456,189,0,90,50,426.99,2232.974
20240703B03,落札量合計（電源属地別）[MW],63,0,293.606,154.394,171.174,0,90,50,249.826,1072
20240703B03,応札件数（電源属地別）[件],2,7,7,4,1,0,1,1,4,27
20240703B03,落札件数（電源属地別）[件],1,0,2,1,1,0,1,1,2,9
20240703B03,最高落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.59,0.59
20240703B03,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.59,0.34
20240703B03,平均落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.59,0.4
20240703B03,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.59,0.59
20240703B03,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.34,0.34
20240703B03,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0,0.34,0.34,0.49,0.4
20240703B03,落札量合計（TSO別）[MW],63,0,240,208,28,0,58,50,425,1072
20240703B03,（内訳）自エリアからの落札量[MW],63,0,240,154.394,28,0,58,50,249.826,843.22
20240703B04,募集量（TSO別）[MW],74,193,398,86,86,224,215,44,890,2210
20240703B04,応札量合計（電源属地別）[MW],93,339,409.788,318.711,86,1253.199,191.124,44,976,3710.822
20240703B04,落札量合計（電源属地別）[MW],74,193,398,86,86,349,90,44,890,2210
20240703B04,応札件数（電源属地別）[件],1,8,9,5,1,6,4,1,5,40
20240703B04,落札件数（電源属地別）[件],1,6,8,1,1,2,1,1,5,26
20240703B04,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,160,0.34,0.34,0.34,0.34,0.34,0.34,160
20240703B04,最低落札価格（電源属地別）[円/kW・30分],0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33
20240703B04,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,24.14,0.34,0.34,0.34,0.34,0.34,0.34,4.63
20240703B04,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,160,0.34,0.34,0.34,0.34,0.34,0.34,160
20240703B04,最低落札価格（TSO別）[円/kW・30分],0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33
20240703B04,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,24.14,0.34,0.34,0.34,0.34,0.34,0.34,4.63
20240703B04,落札量合計（TSO別）[MW],74,193,398,86,86,224,215,44,890,2210
20240703B04,（内訳）自エリアからの落札量[MW],74,193,398,86,86,224,90,44,890,2085
20240703B05,募集量（TSO別）[MW],80,0,1146,53,59,228,50,52,829,2497
20240703B05,応札量合計（電源属地別）[MW],98,150,301.766,290.884,59,1739.709,110.882,52,830.05,3632.291
20240703B05,落札量合計（電源属地別）[MW],80,0,301.766,53,59,299,0,52,808,1652.766
20240703B05,応札件数（電源属地別）[件],1,3,10,5,1,8,2,1,5,36
20240703B05,落札件数（電源属地別）[件],1,0,10,1,1,2,0,1,4,20
20240703B05,最高落札価格（電源属地別）[円/kW・30分],0.34,0,160,0.34,0.34,0.34,0,0.34,0.93,160
20240703B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0.34,0.34,0.34,0,0.34,0.91,0.34
