H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202408,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240801B08,落札件数（電源属地別）[件],0,0,1,0,0,0,1,1,0,3
20240801B08,最高落札価格（電源属地別）[円/kW・30分],0,0,1.33,0,0,0,0.55,0.34,0,1.33
20240801B08,最低落札価格（電源属地別）[円/kW・30分],0,0,1.33,0,0,0,0.55,0.34,0,0.34
20240801B08,平均落札価格（電源属地別）[円/kW・30分],0,0,1.33,0,0,0,0.55,0.34,0,1.14
20240801B08,最高落札価格（TSO別）[円/kW・30分],0,1.33,0,0,0,0,0.55,0.34,0,1.33
20240801B08,最低落札価格（TSO別）[円/kW・30分],0,1.33,0,0,0,0,0.55,0.34,0,0.34
20240801B08,平均落札価格（TSO別）[円/kW・30分],0,1.33,0,0,0,0,0.55,0.34,0,1.14
20240801B08,落札量合計（TSO別）[MW],0,46,0,0,0,0,5,7,0,58
20240801B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,5,7,0,12
20240802B01,募集量（TSO別）[MW],0,29,0,0,0,0,0,0,0,29
20240802B01,応札量合計（電源属地別）[MW],402,29,321.415,12,119,0,75,0,0,958.415
20240802B01,落札量合計（電源属地別）[MW],0,29,0,0,0,0,0,0,0,29
20240802B01,応札件数（電源属地別）[件],2,1,2,1,1,0,1,0,0,8
20240802B01,落札件数（電源属地別）[件],0,1,0,0,0,0,0,0,0,1
20240802B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240802B01,落札量合計（TSO別）[MW],0,29,0,0,0,0,0,0,0,29
20240802B01,（内訳）自エリアからの落札量[MW],0,29,0,0,0,0,0,0,0,29
20240802B02,募集量（TSO別）[MW],0,17,0,0,5,17,7,0,0,46
20240802B02,応札量合計（電源属地別）[MW],416,46,412.115,99.296,117,633.085,77.728,0,0,1801.224
20240802B02,落札量合計（電源属地別）[MW],0,17,0,0,5,17,7,0,0,46
20240802B02,応札件数（電源属地別）[件],2,1,4,4,1,5,2,0,0,19
20240802B02,落札件数（電源属地別）[件],0,1,0,0,1,1,1,0,0,4
20240802B02,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0,0.34
20240802B02,落札量合計（TSO別）[MW],0,17,0,0,5,17,7,0,0,46
20240802B02,（内訳）自エリアからの落札量[MW],0,17,0,0,5,17,7,0,0,46
20240802B03,募集量（TSO別）[MW],0,39,52,3,25,0,18,0,242,379
20240802B03,応札量合計（電源属地別）[MW],393,92,895.485,365.742,25,0,335.162,0,243.99,2350.379
20240802B03,落札量合計（電源属地別）[MW],0,39,52,10,25,0,100.773,0,152.227,379
20240802B03,応札件数（電源属地別）[件],2,4,8,7,1,0,6,0,4,32
20240802B03,落札件数（電源属地別）[件],0,1,1,1,1,0,2,0,1,7
20240802B03,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,1.02,1.02
20240802B03,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,1.02,0.34
20240802B03,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,1.02,0.61
20240802B03,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,1.02,1.02
20240802B03,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,0.34,0.34
20240802B03,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0,0.77,0.61
20240802B03,落札量合計（TSO別）[MW],0,39,52,3,25,0,18,0,242,379
20240802B03,（内訳）自エリアからの落札量[MW],0,39,52,3,25,0,18,0,152.227,289.227
20240802B04,募集量（TSO別）[MW],26,419,592,0,23,98,4,40,308,1510
20240802B04,応札量合計（電源属地別）[MW],221,92,1994.285,309.598,23,1501.899,275,40,308,4764.782
20240802B04,落札量合計（電源属地別）[MW],57.6,10,969.4,0,23,98,25,40,287,1510
20240802B04,応札件数（電源属地別）[件],3,3,10,4,1,6,4,1,1,33
20240802B04,落札件数（電源属地別）[件],1,2,3,0,1,1,1,1,1,11
20240802B04,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.14,1.14
20240802B04,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.14,0.34
20240802B04,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.14,0.49
20240802B04,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.14,1.14
20240802B04,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240802B04,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.09,0.49
20240802B04,落札量合計（TSO別）[MW],26,419,592,0,23,98,4,40,308,1510
20240802B04,（内訳）自エリアからの落札量[MW],26,10,592,0,23,98,4,40,287,1080
20240802B05,募集量（TSO別）[MW],32,169,762,0,14,64,16,57,314,1428
20240802B05,応札量合計（電源属地別）[MW],286.2,136,1814.372,43,14,1034.822,254.079,57,315.05,3954.523
20240802B05,落札量合計（電源属地別）[MW],82,96,785,0,14,64,37,57,293,1428
20240802B05,応札件数（電源属地別）[件],4,3,12,3,1,7,4,1,3,38
20240802B05,落札件数（電源属地別）[件],1,2,2,0,1,1,1,1,3,12
20240802B05,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,2.15,2.15
20240802B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.38,0.34
20240802B05,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.71,0.62
20240802B05,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,2.15,2.15
20240802B05,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240802B05,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,1.62,0.62
20240802B05,落札量合計（TSO別）[MW],32,169,762,0,14,64,16,57,314,1428
20240802B05,（内訳）自エリアからの落札量[MW],32,96,762,0,14,64,16,57,293,1334
20240802B06,募集量（TSO別）[MW],20,111,188,0,7,0,55,21,355,757
20240802B06,応札量合計（電源属地別）[MW],152.2,120.5,1106.934,44.5,0,44.042,60,21,19.99,1569.166
20240802B06,落札量合計（電源属地別）[MW],20,111,188,0,0,32.042,50.958,21,19.99,442.99
20240802B06,応札件数（電源属地別）[件],4,2,11,4,0,2,1,1,2,27
20240802B06,落札件数（電源属地別）[件],1,1,2,0,0,1,1,1,2,9
20240802B06,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,30.28,6.75,0.34,197,197
20240802B06,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,30.28,6.75,0.34,1.89,0.34
20240802B06,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,30.28,6.75,0.34,21.31,4.19
20240802B06,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,30.28,0,30.28,0.34,197,197
20240802B06,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,30.28,0,6.75,0.34,1.89,0.34
20240802B06,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,30.28,0,8.48,0.34,25.91,4.19
20240802B06,落札量合計（TSO別）[MW],20,111,188,0,7,0,55,21,40.99,442.99
20240802B06,（内訳）自エリアからの落札量[MW],20,111,188,0,0,0,50.958,21,19.99,410.948
20240802B07,募集量（TSO別）[MW],0,0,0,0,0,0,20,18,87,125
20240802B07,応札量合計（電源属地別）[MW],38,0,412.058,30,0,0,20,18,0,518.058
20240802B07,落札量合計（電源属地別）[MW],0,0,0,0,0,0,20,18,0,38
20240802B07,応札件数（電源属地別）[件],1,0,4,3,0,0,1,1,0,10
20240802B07,落札件数（電源属地別）[件],0,0,0,0,0,0,1,1,0,2
20240802B07,最高落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,7.8
20240802B07,最低落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,0.34
20240802B07,平均落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,4.27
20240802B07,最高落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,7.8
20240802B07,最低落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,0.34
20240802B07,平均落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,7.8,0.34,0,4.27
20240802B07,落札量合計（TSO別）[MW],0,0,0,0,0,0,20,18,0,38
20240802B07,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,20,18,0,38
20240802B08,募集量（TSO別）[MW],0,46,0,0,0,0,5,0,0,51
20240802B08,応札量合計（電源属地別）[MW],72,0,130,12,0,0,10,0,10,234
20240802B08,落札量合計（電源属地別）[MW],0,0,46,0,0,0,0,0,10,56
20240802B08,応札件数（電源属地別）[件],1,0,2,1,0,0,1,0,1,6
20240802B08,落札件数（電源属地別）[件],0,0,1,0,0,0,0,0,1,2
20240802B08,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0,0,0,0.38,0.38
20240802B08,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0,0,0,0.38,0.34
20240802B08,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0,0,0,0,0.38,0.35
20240802B08,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0.38,0,0.38,0.38
20240802B08,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0.38,0,0.38,0.34
20240802B08,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0.38,0,0.38,0.35
20240802B08,落札量合計（TSO別）[MW],0,46,0,0,0,0,5,0,5,56
20240802B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,5,5
20240803B01,募集量（TSO別）[MW],0,29,0,0,0,0,0,0,0,29
20240803B01,応札量合計（電源属地別）[MW],168,27,296.524,50.226,0,0,40.871,0,0,582.621
20240803B01,落札量合計（電源属地別）[MW],0,24,5,0,0,0,0,0,0,29
20240803B01,応札件数（電源属地別）[件],2,2,2,4,0,0,1,0,0,11
20240803B01,落札件数（電源属地別）[件],0,2,1,0,0,0,0,0,0,3
20240803B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240803B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240803B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240803B01,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240803B01,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240803B01,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0,0,0,0,0,0.34
20240803B01,落札量合計（TSO別）[MW],0,29,0,0,0,0,0,0,0,29
20240803B01,（内訳）自エリアからの落札量[MW],0,24,0,0,0,0,0,0,0,24
20240803B02,募集量（TSO別）[MW],0,0,0,55,5,17,7,0,0,84
20240803B02,応札量合計（電源属地別）[MW],177,84,336.892,166.724,0,786.292,74.196,9,0,1634.104
20240803B02,落札量合計（電源属地別）[MW],0,0,0,55,0,22,7,0,0,84
20240803B02,応札件数（電源属地別）[件],2,4,3,6,0,6,2,1,0,24
20240803B02,落札件数（電源属地別）[件],0,0,0,2,0,1,1,0,0,4
20240803B02,最高落札価格（電源属地別）[円/kW・30分],0,0,0,2.31,0,0.34,0.34,0,0,2.31
20240803B02,最低落札価格（電源属地別）[円/kW・30分],0,0,0,2.24,0,0.34,0.34,0,0,0.34
20240803B02,平均落札価格（電源属地別）[円/kW・30分],0,0,0,2.29,0,0.34,0.34,0,0,1.61
20240803B02,最高落札価格（TSO別）[円/kW・30分],0,0,0,2.31,0.34,0.34,0.34,0,0,2.31
20240803B02,最低落札価格（TSO別）[円/kW・30分],0,0,0,2.24,0.34,0.34,0.34,0,0,0.34
20240803B02,平均落札価格（TSO別）[円/kW・30分],0,0,0,2.29,0.34,0.34,0.34,0,0,1.61
20240803B02,落札量合計（TSO別）[MW],0,0,0,55,5,17,7,0,0,84
20240803B02,（内訳）自エリアからの落札量[MW],0,0,0,55,0,17,7,0,0,79
20240803B03,募集量（TSO別）[MW],0,4,52,5,25,0,18,3,223,330
20240803B03,応札量合計（電源属地別）[MW],376,412,769.016,305.866,0,0,141.526,5,224.99,2234.398
20240803B03,落札量合計（電源属地別）[MW],0,0,56,10,0,0,36,5,223,330
20240803B03,応札件数（電源属地別）[件],2,7,8,6,0,0,4,1,5,33
20240803B03,落札件数（電源属地別）[件],0,0,1,1,0,0,1,1,4,8
20240803B03,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240803B03,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240803B03,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0.34,0,0,0.34,0.34,0.34,0.34
20240803B03,最高落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0.34,0.34,0.34
20240803B03,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0.34,0.34,0.34
20240803B03,平均落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0.34,0.34,0.34,0.34
20240803B03,落札量合計（TSO別）[MW],0,4,52,5,25,0,18,3,223,330
20240803B03,（内訳）自エリアからの落札量[MW],0,0,52,5,0,0,18,3,223,301
20240803B04,募集量（TSO別）[MW],80,57,592,0,23,190,4,57,308,1311
20240803B04,応札量合計（電源属地別）[MW],222,519,1354.446,265.972,0,1151.093,122.858,57,308,4000.369
20240803B04,落札量合計（電源属地別）[MW],80,57,592,0,0,213,4,57,308,1311
20240803B04,応札件数（電源属地別）[件],2,7,9,6,0,5,2,1,3,35
20240803B04,落札件数（電源属地別）[件],1,4,1,0,0,1,1,1,3,12
20240803B04,最高落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34,0.34
20240803B04,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34,0.34
20240803B04,平均落札価格（電源属地別）[円/kW・30分],0.34,0.34,0.34,0,0,0.34,0.34,0.34,0.34,0.34
20240803B04,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240803B04,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240803B04,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240803B04,落札量合計（TSO別）[MW],80,57,592,0,23,190,4,57,308,1311
20240803B04,（内訳）自エリアからの落札量[MW],80,57,592,0,0,190,4,57,308,1288
20240803B05,募集量（TSO別）[MW],65,0,762,0,14,300,0,85,314,1540
20240803B05,応札量合計（電源属地別）[MW],224.2,535,1993.956,248.196,0,1860.411,327.076,85,314,5587.839
20240803B05,落札量合計（電源属地別）[MW],65,0,762,0,0,314,0,85,314,1540
20240803B05,応札件数（電源属地別）[件],3,7,9,5,0,7,7,1,3,42
20240803B05,落札件数（電源属地別）[件],1,0,2,0,0,1,0,1,3,8
20240803B05,最高落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0,0,0.34,0,0.34,0.34,0.34
20240803B05,最低落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0,0,0.34,0,0.34,0.34,0.34
20240803B05,平均落札価格（電源属地別）[円/kW・30分],0.34,0,0.34,0,0,0.34,0,0.34,0.34,0.34
20240803B05,最高落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0,0.34,0.34,0,0.34,0.34,0.34
20240803B05,最低落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0,0.34,0.34,0,0.34,0.34,0.34
20240803B05,平均落札価格（TSO別）[円/kW・30分],0.34,0,0.34,0,0.34,0.34,0,0.34,0.34,0.34
20240803B05,落札量合計（TSO別）[MW],65,0,762,0,14,300,0,85,314,1540
20240803B05,（内訳）自エリアからの落札量[MW],65,0,762,0,0,300,0,85,314,1526
20240803B06,募集量（TSO別）[MW],20,0,409,4,7,81,55,67,355,998
20240803B06,応札量合計（電源属地別）[MW],203.2,23.5,791.224,156.5,0,533.624,60,83,356.99,2208.038
